granuleId,packageId,congress,title,parsed_text,text_readability,text_bs4,__source_file,parsed_text_len,text_readability_len,text_bs4_len,search_text,search_text_len
CREC-2016-08-19-pt1-PgD859,CREC-2016-08-19,114,Daily Digest/Senate,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Friday, August 19, 2016 [[Page D859]] Daily Digest Senate Chamber Action The Senate met at 3:03:27 p.m. in pro forma session, and adjourned at 3:04:03 p.m., until 4 p.m., on Tuesday, August 23, 2016.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Friday, August 19, 2016 [[Page D859]] Daily Digest Senate Chamber Action The Senate met at 3:03:27 p.m. in pro forma session, and adjourned at 3:04:03 p.m., until 4 p.m., on Tuesday, August 23, 2016.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Friday, August 19, 2016 [[Page D859]] Daily Digest Senate Chamber Action The Senate met at 3:03:27 p.m. in pro forma session, and adjourned at 3:04:03 p.m., until 4 p.m., on Tuesday, August 23, 2016.",package_114_265.csv,392,392,461,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [daily digest] [page d859] from the congressional record online through the government publishing office [ www.gpo.gov ] friday, august 19, 2016 [[page d859]] daily digest senate chamber action the senate met at 3:03:27 p.m. in pro forma session, and adjourned at 3:04:03 p.m., until 4 p.m., on tuesday, august 23, 2016.",392
CREC-2016-08-19-pt1-PgD859-2,CREC-2016-08-19,114,Daily Digest/Senate Committee Meetings,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No committee meetings were held.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No committee meetings were held.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No committee meetings were held.",package_114_265.csv,244,244,313,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [daily digest] [page d859] from the congressional record online through the government publishing office [ www.gpo.gov ] committee meetings no committee meetings were held.",244
CREC-2016-08-19-pt1-PgS5217-4,CREC-2016-08-19,114,APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE The PRESIDING OFFICER. The clerk will please read a communication to the Senate from the President pro tempore (Mr. Hatch). The bill clerk read the following letter: U.S. Senate, President pro tempore, Washington, DC, August 19, 2016. To the Senate: Under the provisions of rule I, paragraph 3, of the Standing Rules of the Senate, I hereby appoint the Honorable Tim Scott, a Senator from the State of South Carolina, to perform the duties of the Chair. Orrin G. Hatch, President pro tempore. Mr. SCOTT thereupon assumed the Chair as Acting President pro tempore. ____________________","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE The PRESIDING OFFICER. The clerk will please read a communication to the Senate from the President pro tempore (Mr. Hatch). The bill clerk read the following letter: U.S. Senate, President pro tempore, Washington, DC, August 19, 2016. To the Senate: Under the provisions of rule I, paragraph 3, of the Standing Rules of the Senate, I hereby appoint the Honorable Tim Scott, a Senator from the State of South Carolina, to perform the duties of the Chair. Orrin G. Hatch, President pro tempore. Mr. SCOTT thereupon assumed the Chair as Acting President pro tempore. ____________________","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE The PRESIDING OFFICER. The clerk will please read a communication to the Senate from the President pro tempore (Mr. Hatch). The bill clerk read the following letter: U.S. Senate, President pro tempore, Washington, DC, August 19, 2016. To the Senate: Under the provisions of rule I, paragraph 3, of the Standing Rules of the Senate, I hereby appoint the Honorable Tim Scott, a Senator from the State of South Carolina, to perform the duties of the Chair. Orrin G. Hatch, President pro tempore. Mr. SCOTT thereupon assumed the Chair as Acting President pro tempore. ____________________",package_114_265.csv,816,816,885,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [senate] [page s5217] from the congressional record online through the government publishing office [ www.gpo.gov ] appointment of acting president pro tempore the presiding officer. the clerk will please read a communication to the senate from the president pro tempore (mr. hatch). the bill clerk read the following letter: u.s. senate, president pro tempore, washington, dc, august 19, 2016. to the senate: under the provisions of rule i, paragraph 3, of the standing rules of the senate, i hereby appoint the honorable tim scott, a senator from the state of south carolina, to perform the duties of the chair. orrin g. hatch, president pro tempore. mr. scott thereupon assumed the chair as acting president pro tempore. ____________________",816
CREC-2016-08-19-pt1-PgS5217-5,CREC-2016-08-19,114,"ADJOURNMENT UNTIL TUESDAY, AUGUST 23, 2016 AT 4 P.M.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ADJOURNMENT UNTIL TUESDAY, AUGUST 23, 2016 AT 4 P.M. The ACTING PRESIDENT pro tempore. Under the previous order, the Senate stands adjourned until 4 p.m. on Tuesday, August 23, 2016. Thereupon, the Senate, at 3:04 and 3 seconds adjourned until Tuesday, August 23, 2016, at 4 p.m.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ADJOURNMENT UNTIL TUESDAY, AUGUST 23, 2016 AT 4 P.M. The ACTING PRESIDENT pro tempore. Under the previous order, the Senate stands adjourned until 4 p.m. on Tuesday, August 23, 2016. Thereupon, the Senate, at 3:04 and 3 seconds adjourned until Tuesday, August 23, 2016, at 4 p.m.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ADJOURNMENT UNTIL TUESDAY, AUGUST 23, 2016 AT 4 P.M. The ACTING PRESIDENT pro tempore. Under the previous order, the Senate stands adjourned until 4 p.m. on Tuesday, August 23, 2016. Thereupon, the Senate, at 3:04 and 3 seconds adjourned until Tuesday, August 23, 2016, at 4 p.m.",package_114_265.csv,467,467,536,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [senate] [page s5217] from the congressional record online through the government publishing office [ www.gpo.gov ] adjournment until tuesday, august 23, 2016 at 4 p.m. the acting president pro tempore. under the previous order, the senate stands adjourned until 4 p.m. on tuesday, august 23, 2016. thereupon, the senate, at 3:04 and 3 seconds adjourned until tuesday, august 23, 2016, at 4 p.m.",467
CREC-2016-08-19-pt1-PgS5217-2,CREC-2016-08-19,114,House of Representatives,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives The House was not in session today. Its next meeting will be held on Tuesday, September 6, 2016, at 2 p.m. _________________________________","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives The House was not in session today. Its next meeting will be held on Tuesday, September 6, 2016, at 2 p.m. _________________________________","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives The House was not in session today. Its next meeting will be held on Tuesday, September 6, 2016, at 2 p.m. _________________________________",package_114_265.csv,353,353,422,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [senate] [page s5217] from the congressional record online through the government publishing office [ www.gpo.gov ] house of representatives the house was not in session today. its next meeting will be held on tuesday, september 6, 2016, at 2 p.m. _________________________________",353
CREC-2016-08-19-pt1-PgD859-3,CREC-2016-08-19,114,Daily Digest/House of Representatives,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives Chamber Action The House was not in session today. The House is scheduled to meet at 2 p.m. on Tuesday, September 6, 2016, pursuant to the provisions of S. Con. Res. 50.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives Chamber Action The House was not in session today. The House is scheduled to meet at 2 p.m. on Tuesday, September 6, 2016, pursuant to the provisions of S. Con. Res. 50.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives Chamber Action The House was not in session today. The House is scheduled to meet at 2 p.m. on Tuesday, September 6, 2016, pursuant to the provisions of S. Con. Res. 50.",package_114_265.csv,387,387,456,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [daily digest] [page d859] from the congressional record online through the government publishing office [ www.gpo.gov ] house of representatives chamber action the house was not in session today. the house is scheduled to meet at 2 p.m. on tuesday, september 6, 2016, pursuant to the provisions of s. con. res. 50.",387
CREC-2016-08-19-pt1-PgS-FrontMatter,CREC-2016-08-19,114,House of Representatives,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] H O U S E O F R E P R E S E N T A T I V E S Vol. 162 WASHINGTON, FRIDAY, AUGUST 19, 2016 No. 128","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] H O U S E O F R E P R E S E N T A T I V E S Vol. 162 WASHINGTON, FRIDAY, AUGUST 19, 2016 No. 128","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] H O U S E O F R E P R E S E N T A T I V E S Vol. 162 WASHINGTON, FRIDAY, AUGUST 19, 2016 No. 128",package_114_265.csv,284,284,353,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [senate] [page s5217] from the congressional record online through the government publishing office [ www.gpo.gov ] h o u s e o f r e p r e s e n t a t i v e s vol. 162 washington, friday, august 19, 2016 no. 128",284
CREC-2016-08-19-pt1-PgS5217-3,CREC-2016-08-19,114,Senate,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Senate Friday, August 19, 2016 The Senate met at 3:03 and 27 seconds p.m. and was called to order by the Honorable Tim Scott, a Senator from the State of South Carolina. ____________________","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Senate Friday, August 19, 2016 The Senate met at 3:03 and 27 seconds p.m. and was called to order by the Honorable Tim Scott, a Senator from the State of South Carolina. ____________________","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Senate] [Page S5217] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Senate Friday, August 19, 2016 The Senate met at 3:03 and 27 seconds p.m. and was called to order by the Honorable Tim Scott, a Senator from the State of South Carolina. ____________________",package_114_265.csv,378,378,447,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [senate] [page s5217] from the congressional record online through the government publishing office [ www.gpo.gov ] senate friday, august 19, 2016 the senate met at 3:03 and 27 seconds p.m. and was called to order by the honorable tim scott, a senator from the state of south carolina. ____________________",378
CREC-2016-08-19-pt1-PgD859-4,CREC-2016-08-19,114,Daily Digest/House Committee Meetings,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No hearings were held. Joint Meetings No joint committee meetings were held.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No hearings were held. Joint Meetings No joint committee meetings were held.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Committee Meetings No hearings were held. Joint Meetings No joint committee meetings were held.",package_114_265.csv,288,288,357,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [daily digest] [page d859] from the congressional record online through the government publishing office [ www.gpo.gov ] committee meetings no hearings were held. joint meetings no joint committee meetings were held.",288
CREC-2016-08-19-pt1-PgD859-5,CREC-2016-08-19,114,Daily Digest/COMMITTEE MEETINGS FOR 2016-08-23,"[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMMITTEE MEETINGS FOR TUESDAY, AUGUST 23, 2016 (Committee meetings are open unless otherwise indicated) Senate No meetings/hearings scheduled. House No hearings are scheduled.","[Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMMITTEE MEETINGS FOR TUESDAY, AUGUST 23, 2016 (Committee meetings are open unless otherwise indicated) Senate No meetings/hearings scheduled. House No hearings are scheduled.","Congressional Record, Volume 162 Issue 128 (Friday, August 19, 2016) [Congressional Record Volume 162, Number 128 (Friday, August 19, 2016)] [Daily Digest] [Page D859] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMMITTEE MEETINGS FOR TUESDAY, AUGUST 23, 2016 (Committee meetings are open unless otherwise indicated) Senate No meetings/hearings scheduled. House No hearings are scheduled.",package_114_265.csv,369,369,438,"[congressional record volume 162, number 128 (friday, august 19, 2016)] [daily digest] [page d859] from the congressional record online through the government publishing office [ www.gpo.gov ] committee meetings for tuesday, august 23, 2016 (committee meetings are open unless otherwise indicated) senate no meetings/hearings scheduled. house no hearings are scheduled.",369
