granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-01-13-pt1-PgH227-2,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH-FrontMatter-2,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227-3,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227-4,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-01-13-pt1-PgH228,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",Mr. McDERMOTT,Jim McDermott,
CREC-2015-01-13-pt1-PgH228-2,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Ryan Costello
CREC-2015-01-13-pt1-PgH229,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,G000553,"Green, Al",TX,D,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-01-13-pt1-PgH228-3,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2015-01-13-pt1-PgH229-2,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-01-13-pt1-PgH230,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,"Pierluisi, Pedro R.",Mr. PIERLUISI,Pedro R. Pierluisi,Pedro Pierluisi
CREC-2015-01-13-pt1-PgH230-2,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-01-13-pt1-PgH231,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-13-pt1-PgH232,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-2,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-3,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-5,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-4,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-01-13-pt1-PgH232-6,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,"Messer, Luke",Mr. MESSER,Luke Messer,
CREC-2015-01-13-pt1-PgH233-2,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,"Crawford, Eric A. ""Rick""",Mr. CRAWFORD,"Eric A. ""Rick"" Crawford",Eric Crawford
CREC-2015-01-13-pt1-PgH233,CREC-2015-01-13,2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH233-4,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,"Walker, Mark",Mr. WALKER,Mark Walker,
CREC-2015-01-13-pt1-PgH233-3,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2015-01-13-pt1-PgH233-5,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-01-13-pt1-PgH234-2,CREC-2015-01-13,2015-01-13,,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,"Heck, Joseph J.",Mr. HECK of Nevada,Joseph J. Heck,Joseph Heck
