granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-13-pt1-PgH1640-2,CREC-2016-04-13,SPEAKING,H,114,C001069,"Courtney, Joe",CT,D,,"Courtney, Joe",Mr. COURTNEY,Joe Courtney,
CREC-2016-04-13-pt1-PgH1640,CREC-2016-04-13,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-04-13-pt1-PgH1639-4,CREC-2016-04-13,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-04-13-pt1-PgH-FrontMatter,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1639-2,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1641,CREC-2016-04-13,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-04-13-pt1-PgH1639,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1639-3,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1641-2,CREC-2016-04-13,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-04-13-pt1-PgH1642,CREC-2016-04-13,SPEAKING,H,114,I000057,"Israel, Steve",NY,D,,"Israel, Steve",Mr. ISRAEL,Steve Israel,
CREC-2016-04-13-pt1-PgH1643,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1641-3,CREC-2016-04-13,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Gus Bilirakis
CREC-2016-04-13-pt1-PgH1643-2,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1643-3,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1643-4,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1643-5,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1643-9,CREC-2016-04-13,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2016-04-13-pt1-PgH1643-6,CREC-2016-04-13,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,,"Smith, Adrian",Mr. SMITH of Nebraska,Adrian Smith,
CREC-2016-04-13-pt1-PgH1643-7,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1643-8,CREC-2016-04-13,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-04-13-pt1-PgH1643-10,CREC-2016-04-13,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2016-04-13-pt1-PgH1644,CREC-2016-04-13,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-04-13-pt1-PgH1644-2,CREC-2016-04-13,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-04-13-pt1-PgH1644-3,CREC-2016-04-13,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",Mrs. BUSTOS,Cheri Bustos,
CREC-2016-04-13-pt1-PgH1644-6,CREC-2016-04-13,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-04-13-pt1-PgH1644-4,CREC-2016-04-13,SPEAKING,H,114,C001096,"Cramer, Kevin",ND,R,,"Cramer, Kevin",Mr. CRAMER,Kevin Cramer,
CREC-2016-04-13-pt1-PgH1644-5,CREC-2016-04-13,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,,"Esty, Elizabeth H.",Ms. ESTY,Elizabeth H. Esty,Elizabeth Esty
CREC-2016-04-13-pt1-PgH1644-7,CREC-2016-04-13,SPEAKING,H,114,T000473,"Takai, Mark",HI,D,,"Takai, Mark",Mr. TAKAI,Mark Takai,
CREC-2016-04-13-pt1-PgH1645,CREC-2016-04-13,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2016-04-13-pt1-PgH1645-2,CREC-2016-04-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-04-13-pt1-PgH1645-3,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1645-4,CREC-2016-04-13,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Michael Burgess
CREC-2016-04-13-pt1-PgH1645-4,CREC-2016-04-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-04-13-pt1-PgH1645-4,CREC-2016-04-13,SPEAKING,H,114,Y000062,"Yarmuth, John A.",KY,D,,"Yarmuth, John A.",Mr. YARMUTH,John A. Yarmuth,John Yarmuth
CREC-2016-04-13-pt1-PgH1648,CREC-2016-04-13,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2016-04-13-pt1-PgH1648,CREC-2016-04-13,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2016-04-13-pt1-PgH1652-2,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1652-3,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1652,CREC-2016-04-13,,,,,,,,,,,,
CREC-2016-04-13-pt1-PgH1653,CREC-2016-04-13,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2016-04-13-pt1-PgH1652-4,CREC-2016-04-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-04-13-pt1-PgH1655,CREC-2016-04-13,,,,,,,,,,,,
