granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-05-04-pt1-PgS2593-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2593,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2593-3,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2593-4,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2593-5,CREC-2015-05-04,2015-05-04,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-05-04-pt1-PgS2594,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,,2174,SPEAKING,S,114,H001069,"Heitkamp, Heidi",ND,D,"Heitkamp, Heidi",,Ms. HEITKAMP,Heidi Heitkamp
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,8299,209,SPEAKING,S,114,C000542,"Coats, Daniel",IN,R,"Coats, Daniel",Daniel Ray Coats,Mr. COATS,Daniel Coats
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,8237,1409,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,"Murray, Patty",,Mrs. MURRAY,Patty Murray
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,8257,1534,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",Mr. John R. Thune,Mr. THUNE,John Thune
CREC-2015-05-04-pt1-PgS2594-2,CREC-2015-05-04,2015-05-04,,8328,1542,SPEAKING,S,114,E000285,"Enzi, Michael B.",WY,R,"Enzi, Michael B.",Michael Enzi,Mr. ENZI,Michael B. Enzi
