granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-03-16-pt1-PgH1392-3,CREC-2016-03-16,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,,"Edwards, Donna F.",Donna Edwards,Ms. EDWARDS,Donna F. Edwards
CREC-2016-03-16-pt1-PgH1392,CREC-2016-03-16,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-03-16-pt1-PgH-FrontMatter,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1391-3,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1391,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1392-2,CREC-2016-03-16,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Randy Weber,Mr. WEBER of Texas,"Randy K. Weber, Sr."
CREC-2016-03-16-pt1-PgH1392-2,CREC-2016-03-16,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Randy K. Weber,Mr. WEBER of Texas,"Randy K. Weber, Sr."
CREC-2016-03-16-pt1-PgH1391-2,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1391-4,CREC-2016-03-16,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,,"Abraham, Ralph Lee",Ralph Abraham,Mr. ABRAHAM,Ralph Lee Abraham
CREC-2016-03-16-pt1-PgH1393-2,CREC-2016-03-16,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,,"Gabbard, Tulsi",,Ms. GABBARD,Tulsi Gabbard
CREC-2016-03-16-pt1-PgH1393,CREC-2016-03-16,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,,"Wagner, Ann",,Mrs. WAGNER,Ann Wagner
CREC-2016-03-16-pt1-PgH1393-3,CREC-2016-03-16,SPEAKING,H,114,B001275,"Bucshon, Larry",IN,R,,"Bucshon, Larry",,Mr. BUCSHON,Larry Bucshon
CREC-2016-03-16-pt1-PgH1394,CREC-2016-03-16,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,,"Sewell, Terri A.",Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2016-03-16-pt1-PgH1394-3,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-2,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-5,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-4,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-7,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-6,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1394-8,CREC-2016-03-16,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-03-16-pt1-PgH1395-2,CREC-2016-03-16,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,,"Benishek, Dan",,Mr. BENISHEK,Dan Benishek
CREC-2016-03-16-pt1-PgH1395-4,CREC-2016-03-16,SPEAKING,H,114,M001180,"McKinley, David B.",WV,R,,"McKinley, David B.",David McKinley,Mr. McKINLEY,David B. McKinley
CREC-2016-03-16-pt1-PgH1395,CREC-2016-03-16,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,,"Schiff, Adam B.",Adam Schiff,Mr. SCHIFF,Adam B. Schiff
CREC-2016-03-16-pt1-PgH1395-3,CREC-2016-03-16,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",,Mr. McNERNEY,Jerry McNerney
CREC-2016-03-16-pt1-PgH1395-5,CREC-2016-03-16,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,,"Chu, Judy",,Ms. JUDY CHU of California,Judy Chu
CREC-2016-03-16-pt1-PgH1395-6,CREC-2016-03-16,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,,"Jenkins, Evan H.",Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2016-03-16-pt1-PgH1395-7,CREC-2016-03-16,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,,"Carney, John C., Jr.",John Carney,Mr. CARNEY,"John C. Carney, Jr."
CREC-2016-03-16-pt1-PgH1395-7,CREC-2016-03-16,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,,"Carney, John C., Jr.",John C. Carney,Mr. CARNEY,"John C. Carney, Jr."
CREC-2016-03-16-pt1-PgH1396,CREC-2016-03-16,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-03-16-pt1-PgH1396-2,CREC-2016-03-16,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Rick Allen,Mr. ALLEN,Rick W. Allen
CREC-2016-03-16-pt1-PgH1396-3,CREC-2016-03-16,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-03-16-pt1-PgH1396-4,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1401,CREC-2016-03-16,,,,,,,,,,,,
CREC-2016-03-16-pt1-PgH1396-5,CREC-2016-03-16,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,,"Walden, Greg",,Mr. WALDEN,Greg Walden
CREC-2016-03-16-pt1-PgH1396-5,CREC-2016-03-16,SPEAKING,H,114,L000565,"Loebsack, David",IA,D,,"Loebsack, David",,Mr. LOEBSACK,David Loebsack
CREC-2016-03-16-pt1-PgH1396-5,CREC-2016-03-16,SPEAKING,H,114,L000566,"Latta, Robert E.",OH,R,,"Latta, Robert E.",Robert Latta,Mr. LATTA,Robert E. Latta
CREC-2016-03-16-pt1-PgH1396-5,CREC-2016-03-16,SPEAKING,H,114,E000215,"Eshoo, Anna G.",CA,D,,"Eshoo, Anna G.",Anna Eshoo,Ms. ESHOO,Anna G. Eshoo
