granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-03-24-pt1-PgH1851-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1851-4,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1851,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1851-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1851-5,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1851-6,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH-FrontMatter,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1852,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1853-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1853,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1853-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1854,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1854-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1854-4,CREC-2015-03-24,,BILLS,Congressional Bills,1332,114,HR
CREC-2015-03-24-pt1-PgH1854-4,CREC-2015-03-24,,BILLS,Congressional Bills,1332,114,HR
CREC-2015-03-24-pt1-PgH1854-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-4,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-5,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-6,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-7,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1855-8,CREC-2015-03-24,,BILLS,Congressional Bills,165,114,HRES
CREC-2015-03-24-pt1-PgH1855-8,CREC-2015-03-24,,BILLS,Congressional Bills,165,114,HRES
CREC-2015-03-24-pt1-PgH1855-9,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-4,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-5,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-6,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1856-7,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857-2,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857-4,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857-5,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1857-6,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1858,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1858-3,CREC-2015-03-24,,,,,,
CREC-2015-03-24-pt1-PgH1858-2,CREC-2015-03-24,,,,,,
