granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-03-24-pt1-PgH1851-2,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1851-4,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1851,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1851-3,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1851-5,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1851-6,CREC-2015-03-24,,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Walter Jones,Mr. JONES,Walter B. Jones
CREC-2015-03-24-pt1-PgH-FrontMatter,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1852,CREC-2015-03-24,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-03-24-pt1-PgH1853-2,CREC-2015-03-24,,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,"Sewell, Terri A.",Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2015-03-24-pt1-PgH1853,CREC-2015-03-24,,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,"Lance, Leonard",,Mr. LANCE,Leonard Lance
CREC-2015-03-24-pt1-PgH1853-3,CREC-2015-03-24,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-03-24-pt1-PgH1854,CREC-2015-03-24,,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,"Jenkins, Evan H.",Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2015-03-24-pt1-PgH1854-2,CREC-2015-03-24,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-03-24-pt1-PgH1854-4,CREC-2015-03-24,,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,"Weber, Randy K. Sr.",Randy Weber,Mr. WEBER of Texas,"Randy K. Weber, Sr."
CREC-2015-03-24-pt1-PgH1854-4,CREC-2015-03-24,,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,"Weber, Randy K. Sr.",Randy K. Weber,Mr. WEBER of Texas,"Randy K. Weber, Sr."
CREC-2015-03-24-pt1-PgH1854-3,CREC-2015-03-24,,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2015-03-24-pt1-PgH1855,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1855-2,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1855-3,CREC-2015-03-24,,,,,,,,,,,,
CREC-2015-03-24-pt1-PgH1855-4,CREC-2015-03-24,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-03-24-pt1-PgH1855-5,CREC-2015-03-24,,,,,,,,,,,,
