granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-09-30-pt1-PgH-FrontMatter-2,CREC-2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6710-3,CREC-2015-09-30,,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,"Hice, Jody B.",Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2015-09-30-pt1-PgH6709-2,CREC-2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6709,CREC-2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6710,CREC-2015-09-30,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-09-30-pt1-PgH6710-2,CREC-2015-09-30,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-09-30-pt1-PgH6709-3,CREC-2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6709-4,CREC-2015-09-30,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-09-30-pt1-PgH6711,CREC-2015-09-30,,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",,Ms. BONAMICI,Suzanne Bonamici
CREC-2015-09-30-pt1-PgH6712,CREC-2015-09-30,,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-09-30-pt1-PgH6711-2,CREC-2015-09-30,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2015-09-30-pt1-PgH6712-2,CREC-2015-09-30,,SPEAKING,H,114,K000378,"Kinzinger, Adam",IL,R,"Kinzinger, Adam",,Mr. KINZINGER of Illinois,Adam Kinzinger
CREC-2015-09-30-pt1-PgH6713,CREC-2015-09-30,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-09-30-pt1-PgH6714-2,CREC-2015-09-30,,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2015-09-30-pt1-PgH6713-2,CREC-2015-09-30,,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,"Reed, Tom",,Mr. REED,Tom Reed
CREC-2015-09-30-pt1-PgH6714,CREC-2015-09-30,,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",,Mr. ASHFORD,Brad Ashford
CREC-2015-09-30-pt1-PgH6715,CREC-2015-09-30,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",,Mr. POE of Texas,Ted Poe
