granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-01-29-pt1-PgS611,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS611-8,CREC-2015-01-29,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-01-29-pt1-PgS611-8,CREC-2015-01-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-01-29-pt1-PgS611-5,CREC-2015-01-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-01-29-pt1-PgS611-7,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS611-2,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS611-3,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS611-6,CREC-2015-01-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-01-29-pt1-PgS611-4,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS612,CREC-2015-01-29,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-01-29-pt1-PgS613,CREC-2015-01-29,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-01-29-pt1-PgS613-2,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS613-3,CREC-2015-01-29,,,,,,,,,,,,
CREC-2015-01-29-pt1-PgS613-4,CREC-2015-01-29,,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,"Carper, Thomas R.",Thomas Carper,Mr. CARPER,Thomas R. Carper
CREC-2015-01-29-pt1-PgS615,CREC-2015-01-29,,SPEAKING,S,114,C000141,"Cardin, Benjamin L.",MD,D,"Cardin, Benjamin L.",Ben Cardin,Mr. CARDIN,Benjamin L. Cardin
CREC-2015-01-29-pt1-PgS615,CREC-2015-01-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Barbara Mikulski,Ms. MIKULSKI,Barbara A. Mikulski
CREC-2015-01-29-pt1-PgS615,CREC-2015-01-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Barbara Ann Mikulski,Ms. MIKULSKI,Barbara A. Mikulski
CREC-2015-01-29-pt1-PgS616,CREC-2015-01-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Barbara Mikulski,Ms. MIKULSKI,Barbara A. Mikulski
CREC-2015-01-29-pt1-PgS616,CREC-2015-01-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Barbara Ann Mikulski,Ms. MIKULSKI,Barbara A. Mikulski
CREC-2015-01-29-pt1-PgS616,CREC-2015-01-29,,SPEAKING,S,114,B001236,"Boozman, John",AR,R,"Boozman, John",,Mr. BOOZMAN,John Boozman
CREC-2015-01-29-pt1-PgS614,CREC-2015-01-29,,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,"Carper, Thomas R.",Thomas Carper,Mr. CARPER,Thomas R. Carper
CREC-2015-01-29-pt1-PgS614,CREC-2015-01-29,,SPEAKING,S,114,C000141,"Cardin, Benjamin L.",MD,D,"Cardin, Benjamin L.",Ben Cardin,Mr. CARDIN,Benjamin L. Cardin
CREC-2015-01-29-pt1-PgS619,CREC-2015-01-29,,SPEAKING,S,114,R000307,"Roberts, Pat",KS,R,"Roberts, Pat",,Mr. ROBERTS,Pat Roberts
CREC-2015-01-29-pt1-PgS619,CREC-2015-01-29,,SPEAKING,S,114,U000039,"Udall, Tom",NM,D,"Udall, Tom",,Mr. UDALL,Tom Udall
CREC-2015-01-29-pt1-PgS617-2,CREC-2015-01-29,,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",,Mr. THUNE,John Thune
CREC-2015-01-29-pt1-PgS617-2,CREC-2015-01-29,,SPEAKING,S,114,R000307,"Roberts, Pat",KS,R,"Roberts, Pat",,Mr. ROBERTS,Pat Roberts
CREC-2015-01-29-pt1-PgS617,CREC-2015-01-29,,SPEAKING,S,114,B001236,"Boozman, John",AR,R,"Boozman, John",,Mr. BOOZMAN,John Boozman
CREC-2015-01-29-pt1-PgS620,CREC-2015-01-29,,SPEAKING,S,114,U000039,"Udall, Tom",NM,D,"Udall, Tom",,Mr. UDALL,Tom Udall
