granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-09-27-pt1-PgH5915,CREC-2016-09-27,2016-09-27,,,,,,,,,,,,
CREC-2016-09-27-pt1-PgH-FrontMatter-5,CREC-2016-09-27,2016-09-27,,,,,,,,,,,,
CREC-2016-09-27-pt1-PgH5915-4,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2016-09-27-pt1-PgH5915-2,CREC-2016-09-27,2016-09-27,,,,,,,,,,,,
CREC-2016-09-27-pt1-PgH5915-5,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Alexander Mooney
CREC-2016-09-27-pt1-PgH5915-6,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2016-09-27-pt1-PgH5919,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,"Jenkins, Evan H.",Mr. JENKINS of West Virginia,Evan H. Jenkins,Evan Jenkins
CREC-2016-09-27-pt1-PgH5915-3,CREC-2016-09-27,2016-09-27,,,,,,,,,,,,
CREC-2016-09-27-pt1-PgH5920,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-09-27-pt1-PgH5919-2,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2016-09-27-pt1-PgH5920-2,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy Weber
CREC-2016-09-27-pt1-PgH5920-2,CREC-2016-09-27,2016-09-27,,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy K. Weber
CREC-2016-09-27-pt1-PgH5921,CREC-2016-09-27,2016-09-27,,,,,,,,,,,,
