granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-20-pt1-PgH5295-6,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-8,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-7,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-4,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-3,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-5,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5295-2,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5297,CREC-2015-07-20,,8189,1753,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,"Bishop, Rob",Mr. BISHOP of Utah,Rob Bishop,
CREC-2015-07-20-pt1-PgH5297-3,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5297-5,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5296,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5297-4,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5298-2,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5298,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgH5298-3,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgE1083-2,CREC-2015-07-20,,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,"Graves, Garret",Mr. GRAVES of Louisiana,Garret Graves,
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgE1083-5,CREC-2015-07-20,,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,"Keating, William R.",Mr. KEATING,William R. Keating,Mr. William Keating
CREC-2015-07-20-pt1-PgE1083-4,CREC-2015-07-20,,,2293,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Mr. DONOVAN,"Daniel M. Donovan, Jr.",Mr. Daniel Donovan Jr.
CREC-2015-07-20-pt1-PgE1084,CREC-2015-07-20,,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-07-20-pt1-PgE1083-3,CREC-2015-07-20,,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-07-20-pt1-PgE1084-2,CREC-2015-07-20,,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,"Gallego, Ruben",Mr. GALLEGO,Ruben Gallego,
CREC-2015-07-20-pt1-PgD848,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgE1084-3,CREC-2015-07-20,,7838,1996,SPEAKING,H,114,B001270,"Bass, Karen",CA,D,"Bass, Karen",Ms. BASS,Karen Bass,
CREC-2015-07-20-pt1-PgD848-2,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgD848-5,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgD848-3,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgD848-4,CREC-2015-07-20,,,,,,,,,,,,,,
CREC-2015-07-20-pt1-PgD849,CREC-2015-07-20,,,,,,,,,,,,,,
