granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2015-07-20-pt1-PgH5295-6,CREC-2015-07-20,BILLS,Congressional Bills,,139,114,S
CREC-2015-07-20-pt1-PgH5295-6,CREC-2015-07-20,BILLS,Congressional Bills,,192,114,S
CREC-2015-07-20-pt1-PgH5295-8,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5295-7,CREC-2015-07-20,BILLS,Congressional Bills,,139,114,S
CREC-2015-07-20-pt1-PgH5295-7,CREC-2015-07-20,BILLS,Congressional Bills,,192,114,S
CREC-2015-07-20-pt1-PgH5295-4,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5295,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5295-3,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5295-5,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5295-2,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5297,CREC-2015-07-20,BILLS,Congressional Bills,,774,114,HR
CREC-2015-07-20-pt1-PgH5297-3,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5297-5,CREC-2015-07-20,BILLS,Congressional Bills,,3115,114,HR
CREC-2015-07-20-pt1-PgH5296,CREC-2015-07-20,,,,,,
CREC-2015-07-20-pt1-PgH5297-4,CREC-2015-07-20,BILLS,Congressional Bills,,3114,114,HR
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,BILLS,Congressional Bills,,3114,114,HR
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,BILLS,Congressional Bills,,3115,114,HR
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,BILLS,Congressional Bills,,3116,114,HR
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,BILLS,Congressional Bills,,3117,114,HR
CREC-2015-07-20-pt1-PgH5297-2,CREC-2015-07-20,BILLS,Congressional Bills,,3118,114,HR
CREC-2015-07-20-pt1-PgH5298-2,CREC-2015-07-20,BILLS,Congressional Bills,,3117,114,HR
CREC-2015-07-20-pt1-PgH5298,CREC-2015-07-20,BILLS,Congressional Bills,,3116,114,HR
CREC-2015-07-20-pt1-PgH5298-3,CREC-2015-07-20,BILLS,Congressional Bills,,3118,114,HR
CREC-2015-07-20-pt1-PgE1083-2,CREC-2015-07-20,BILLS,Congressional Bills,,2722,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,213,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,217,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,282,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,354,114,HRES
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,367,114,HRES
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,407,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,448,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,592,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,699,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,703,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,711,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,759,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,816,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,915,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,921,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,985,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1002,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1100,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1148,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1233,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1249,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1344,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1384,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1439,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1462,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1479,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1551,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1594,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1595,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1598,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1610,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1624,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1644,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1683,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1726,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,1994,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2030,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2063,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2173,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2217,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2220,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2260,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2291,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2300,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2309,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2410,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2523,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2539,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2540,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2657,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2716,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2737,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2753,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2754,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2849,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2894,114,HR
CREC-2015-07-20-pt1-PgH5298-4,CREC-2015-07-20,BILLS,Congressional Bills,,2905,114,HR
