granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-04-14-pt1-PgH1684-2,CREC-2016-04-14,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2016-04-14-pt1-PgH1683,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH-FrontMatter-2,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1683-3,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1684,CREC-2016-04-14,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-04-14-pt1-PgH1683-5,CREC-2016-04-14,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-04-14-pt1-PgH1683-2,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1683-4,CREC-2016-04-14,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,,"Gibson, Christopher P.",Christopher Gibson,Mr. GIBSON,Christopher P. Gibson
CREC-2016-04-14-pt1-PgH1685-2,CREC-2016-04-14,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",,Mr. GALLEGO,Ruben Gallego
CREC-2016-04-14-pt1-PgH1685,CREC-2016-04-14,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-04-14-pt1-PgH1685-3,CREC-2016-04-14,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-04-14-pt1-PgH1686-2,CREC-2016-04-14,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2016-04-14-pt1-PgH1687-2,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1687,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1686,CREC-2016-04-14,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2016-04-14-pt1-PgH1687-3,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1687-4,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1687-5,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1687-6,CREC-2016-04-14,,,,,,,,,,,,
CREC-2016-04-14-pt1-PgH1687-8,CREC-2016-04-14,SPEAKING,H,114,W000800,"Welch, Peter",VT,D,,"Welch, Peter",,Mr. WELCH,Peter Welch
CREC-2016-04-14-pt1-PgH1687-9,CREC-2016-04-14,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-04-14-pt1-PgH1687-10,CREC-2016-04-14,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2016-04-14-pt1-PgH1687-7,CREC-2016-04-14,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-04-14-pt1-PgH1688,CREC-2016-04-14,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-04-14-pt1-PgH1688-2,CREC-2016-04-14,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2016-04-14-pt1-PgH1688-3,CREC-2016-04-14,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2016-04-14-pt1-PgH1688-4,CREC-2016-04-14,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,,"Gabbard, Tulsi",,Ms. GABBARD,Tulsi Gabbard
CREC-2016-04-14-pt1-PgH1689,CREC-2016-04-14,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-04-14-pt1-PgH1689-2,CREC-2016-04-14,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-04-14-pt1-PgH1688-6,CREC-2016-04-14,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-14-pt1-PgH1688-5,CREC-2016-04-14,SPEAKING,H,114,D000616,"DesJarlais, Scott",TN,R,,"DesJarlais, Scott",,Mr. DesJARLAIS,Scott DesJarlais
CREC-2016-04-14-pt1-PgH1689-3,CREC-2016-04-14,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-04-14-pt1-PgH1689-4,CREC-2016-04-14,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-04-14-pt1-PgH1689-5,CREC-2016-04-14,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,,"Bilirakis, Gus M.",Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2016-04-14-pt1-PgH1689-6,CREC-2016-04-14,SPEAKING,H,114,L000480,"Lowey, Nita M.",NY,D,,"Lowey, Nita M.",Nita Lowey,Mrs. LOWEY,Nita M. Lowey
CREC-2016-04-14-pt1-PgH1690,CREC-2016-04-14,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",,Mrs. MIMI WALTERS of California,Mimi Walters
