granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-06-14-pt1-PgH3759,CREC-2016-06-14,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-06-14-pt1-PgH-FrontMatter-4,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3757-3,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3758-2,CREC-2016-06-14,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-06-14-pt1-PgH3758,CREC-2016-06-14,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Alexander Mooney,Mr. MOONEY of West Virginia,Alexander X. Mooney
CREC-2016-06-14-pt1-PgH3757-2,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3757,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3757-4,CREC-2016-06-14,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2016-06-14-pt1-PgH3759-2,CREC-2016-06-14,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",,Ms. SPEIER,Jackie Speier
CREC-2016-06-14-pt1-PgH3762,CREC-2016-06-14,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2016-06-14-pt1-PgH3760,CREC-2016-06-14,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-06-14-pt1-PgH3760-2,CREC-2016-06-14,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",,Mrs. BUSTOS,Cheri Bustos
CREC-2016-06-14-pt1-PgH3760-3,CREC-2016-06-14,SPEAKING,H,114,H001053,"Hartzler, Vicky",MO,R,,"Hartzler, Vicky",,Mrs. HARTZLER,Vicky Hartzler
CREC-2016-06-14-pt1-PgH3761,CREC-2016-06-14,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Joseph Kennedy,Mr. KENNEDY,Joseph P. Kennedy III
CREC-2016-06-14-pt1-PgH3761,CREC-2016-06-14,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Joseph P. Kennedy,Mr. KENNEDY,Joseph P. Kennedy III
CREC-2016-06-14-pt1-PgH3761-2,CREC-2016-06-14,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,,"Ross, Dennis A.",Dennis Ross,Mr. ROSS,Dennis A. Ross
CREC-2016-06-14-pt1-PgH3761-3,CREC-2016-06-14,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,,"Nadler, Jerrold",,Mr. NADLER,Jerrold Nadler
CREC-2016-06-14-pt1-PgH3763,CREC-2016-06-14,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-06-14-pt1-PgH3763-2,CREC-2016-06-14,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-06-14-pt1-PgH3762-2,CREC-2016-06-14,SPEAKING,H,114,V000081,"Velazquez, Nydia M.",NY,D,,"Velazquez, Nydia M.",Nydia Velazquez,Ms. VELAZQUEZ,Nydia M. Velazquez
CREC-2016-06-14-pt1-PgH3764-2,CREC-2016-06-14,SPEAKING,H,114,G000553,"Green, Al",TX,D,,"Green, Al",,Mr. AL GREEN of Texas,Al Green
CREC-2016-06-14-pt1-PgH3764,CREC-2016-06-14,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,,"Hardy, Cresent",,Mr. HARDY,Cresent Hardy
CREC-2016-06-14-pt1-PgH3765,CREC-2016-06-14,SPEAKING,H,114,H001065,"Holding, George",NC,R,,"Holding, George",,Mr. HOLDING,George Holding
CREC-2016-06-14-pt1-PgH3766,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3765-2,CREC-2016-06-14,SPEAKING,H,114,C001051,"Carter, John R.",TX,R,,"Carter, John R.",John Carter,Mr. CARTER of Texas,John R. Carter
CREC-2016-06-14-pt1-PgH3766-2,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3766-4,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3766-5,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3766-7,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3766-3,CREC-2016-06-14,,,,,,,,,,,,
CREC-2016-06-14-pt1-PgH3766-6,CREC-2016-06-14,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",,Mrs. BUSTOS,Cheri Bustos
CREC-2016-06-14-pt1-PgH3766-8,CREC-2016-06-14,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,,"Hultgren, Randy",,Mr. HULTGREN,Randy Hultgren
CREC-2016-06-14-pt1-PgH3766-9,CREC-2016-06-14,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,,"Langevin, James R.",James Langevin,Mr. LANGEVIN,James R. Langevin
CREC-2016-06-14-pt1-PgH3766-10,CREC-2016-06-14,SPEAKING,H,114,H001065,"Holding, George",NC,R,,"Holding, George",,Mr. HOLDING,George Holding
CREC-2016-06-14-pt1-PgH3766-11,CREC-2016-06-14,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,,"Deutch, Theodore E.",Theodore Deutch,Mr. DEUTCH,Theodore E. Deutch
