granuleId,packageId,date,title,collectionCode,granuleClass,chamber,pagePrefix,bookNumber,detailsLink,txtLink,pdfLink,packageLink,text_readability,text_bs4,parsed_text,relatedLink,docClass,category,lastModified,collectionName,__source_file,text_readability_len,text_bs4_len,parsed_text_len,search_text,search_text_len
CREC-2016-06-27-pt1-PgS4565-3,CREC-2016-06-27,2016-06-27,Senate,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-3,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-3/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-3/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Senate Monday, June 27, 2016 The Senate met at 3 p.m. and was called to order by the President pro tempore (Mr. Hatch). ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] Senate Monday, June 27, 2016 The Senate met at 3 p.m. and was called to order by the President pro tempore (Mr. Hatch). ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-3,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,326,0,326,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4565] from the congressional record online through the government publishing office [ www.gpo.gov ] senate monday, june 27, 2016 the senate met at 3 p.m. and was called to order by the president pro tempore (mr. hatch). ____________________",326
CREC-2016-06-27-pt1-PgS4565-2,CREC-2016-06-27,2016-06-27,House of Representatives,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-2,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-2/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-2/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives The House was not in session today. Its next meeting will be held on Tuesday, June 28, 2016, at 5 p.m. _________________________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] House of Representatives The House was not in session today. Its next meeting will be held on Tuesday, June 28, 2016, at 5 p.m. _________________________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-2,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,347,0,347,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4565] from the congressional record online through the government publishing office [ www.gpo.gov ] house of representatives the house was not in session today. its next meeting will be held on tuesday, june 28, 2016, at 5 p.m. _________________________________",347
CREC-2016-06-27-pt1-PgS-FrontMatter,CREC-2016-06-27,2016-06-27,House of Representatives,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS-FrontMatter,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS-FrontMatter/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS-FrontMatter/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] H O U S E O F R E P R E S E N T A T I V E S Vol. 162 WASHINGTON, MONDAY, JUNE 27, 2016 No. 103",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] H O U S E O F R E P R E S E N T A T I V E S Vol. 162 WASHINGTON, MONDAY, JUNE 27, 2016 No. 103",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS-FrontMatter,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,280,0,280,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4565] from the congressional record online through the government publishing office [ www.gpo.gov ] h o u s e o f r e p r e s e n t a t i v e s vol. 162 washington, monday, june 27, 2016 no. 103",280
CREC-2016-06-27-pt1-PgS4565-6,CREC-2016-06-27,2016-06-27,RECOGNITION OF THE MAJORITY LEADER,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-6,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-6/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-6/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RECOGNITION OF THE MAJORITY LEADER The PRESIDING OFFICER (Mrs. Ernst). The majority leader is recognized. ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RECOGNITION OF THE MAJORITY LEADER The PRESIDING OFFICER (Mrs. Ernst). The majority leader is recognized. ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-6,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,312,0,312,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4565] from the congressional record online through the government publishing office [ www.gpo.gov ] recognition of the majority leader the presiding officer (mrs. ernst). the majority leader is recognized. ____________________",312
CREC-2016-06-27-pt1-PgS4565-7,CREC-2016-06-27,2016-06-27,ZIKA VIRUS AND VA-MILCON FUNDING BILL,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-7,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-7/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-7/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Pages S4565-S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ZIKA VIRUS AND VA-MILCON FUNDING BILL Mr. McCONNELL. Madam President, combatting the spread of the Zika virus should be a priority for both parties. We worked hard to forge a compromise solution that made $1.1 billion available to fight this virus. That compromise plan already passed the Senate with unanimous support of Democrats. We now have a bicameral agreement that provides the exact same compromise level of funding. The House did its job and approved the legislation. The Senate can now do its job to send that legislation down to the President. Democrats joined Republicans in sounding the alarm about Zika, but now we are at the finish line, and suddenly our friends across the aisle are changing their tune. Here is what the fourth-ranking Senate Democrat recently said: Families are looking to Congress for action on Zika. It is well past time that we delivered. So will she help the Senate deliver tomorrow or play partisan politics? Here is what the third-ranking Senate Democrat recently said: ``Every day we wait, every day is increasing the risk that we will have problems with Zika.'' So will he help the Senate to take action tomorrow or play partisan politics? The second-ranking Democrat recently said that ``the mosquitoes carrying this deadly virus are on the march.'' So will he help the Senate arrest that march before the Fourth of July or play partisan politics? Here is what the Democratic leader recently said: ``Every day we wait is a bad day . . . for America and the world.'' So will he help the Senate pass this $1.1 billion Zika control funding compromise or play partisan politics and delay action for weeks? The White House, which recently called for congressional action on Zika by July 4, said: [T]he time to prepare before Zika begins to spread in the continental United States is rapidly closing. . . . [W]e need some congressional action. We need a sense of urgency and we need it now. Democrats have tried to claim they weren't involved in negotiations over this legislation, but they were from beginning to end, and the House agreed to the funding level that Democrats supported unanimously. Democrats have tried to trot out the ``war on women'' playbook, but this legislation actually provides more resources for women's health services--through hospitals, health departments, community health centers, and other public programs. Democrats have even tried to claim that this Zika legislation would endanger clean water protections, but it won't. It contains a temporary, targeted compromise that will allow experts to actually get at mosquito control, the root cause of Zika, in an effective way while we wait for a vaccine. The agreement before us is a compromise with input from both parties, and it represents the last chance we will have to address Zika for weeks. The CDC Director testified that the $1.1 billion funding level will allow him ``to do the things we need to do in the immediate term.'' He said: ``The sooner we get a bill, the better.'' [[Page S4566]] Senate Democrats have already unanimously supported the $1.1 billion in funding to combat the virus. Voting to block this bill now will delay Zika control funding well beyond the White House's deadlines. So look, there is no reason Democrats should reverse course now and block funding for Zika control in the midst of mosquito season. There is no reason they should put partisan politics above the health of pregnant women and babies, and there is no reason they should block support for our veterans, either. The legislation before us will honor commitments to the men and women who have served to protect us. It includes a significant increase for the VA to help improve the quality of health care services and benefits that our veterans have earned, it will enhance oversight and accountability at the VA, and it will help improve quality of life on military bases for soldiers, sailors, airmen, marines, and their families. Our men and women in uniform make sacrifices daily on our behalf-- sacrifices such as missing special moments with their families, being stationed in distant places far from home, suffering physical wounds they will carry with them long after their service is over. Sadly, too many of our servicemembers are also burdened by wounds that cannot be seen, such as traumatic brain injury and post-traumatic stress disorder. We are reminded of their daily sacrifices on this National PTSD Awareness Day. We know that too many of our veterans and their families are unfortunately all too familiar with the challenges and sorrows this condition can bring. We know too that while our warriors may return home from the battlefield due to effective medevac and trauma care, there is a generation of warriors who will need treatment and support literally for decades to come. We owe this support to the servicemembers who drove Al Qaeda from Afghanistan and offered the Iraqis an opportunity for a better future. We owe it to each and every veteran who has sacrificed to help keep us safe. We have an all-volunteer force in this country. The young men and women who sign up to defend our Nation don't ask for very much, but our Nation certainly asks a lot of them. They deserve the benefits, care, and treatment they have earned. We need to pass the Veterans Affairs and Military Construction funding bill before us as soon as possible. ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Pages S4565-S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ZIKA VIRUS AND VA-MILCON FUNDING BILL Mr. McCONNELL. Madam President, combatting the spread of the Zika virus should be a priority for both parties. We worked hard to forge a compromise solution that made $1.1 billion available to fight this virus. That compromise plan already passed the Senate with unanimous support of Democrats. We now have a bicameral agreement that provides the exact same compromise level of funding. The House did its job and approved the legislation. The Senate can now do its job to send that legislation down to the President. Democrats joined Republicans in sounding the alarm about Zika, but now we are at the finish line, and suddenly our friends across the aisle are changing their tune. Here is what the fourth-ranking Senate Democrat recently said: Families are looking to Congress for action on Zika. It is well past time that we delivered. So will she help the Senate deliver tomorrow or play partisan politics? Here is what the third-ranking Senate Democrat recently said: ``Every day we wait, every day is increasing the risk that we will have problems with Zika.'' So will he help the Senate to take action tomorrow or play partisan politics? The second-ranking Democrat recently said that ``the mosquitoes carrying this deadly virus are on the march.'' So will he help the Senate arrest that march before the Fourth of July or play partisan politics? Here is what the Democratic leader recently said: ``Every day we wait is a bad day . . . for America and the world.'' So will he help the Senate pass this $1.1 billion Zika control funding compromise or play partisan politics and delay action for weeks? The White House, which recently called for congressional action on Zika by July 4, said: [T]he time to prepare before Zika begins to spread in the continental United States is rapidly closing. . . . [W]e need some congressional action. We need a sense of urgency and we need it now. Democrats have tried to claim they weren't involved in negotiations over this legislation, but they were from beginning to end, and the House agreed to the funding level that Democrats supported unanimously. Democrats have tried to trot out the ``war on women'' playbook, but this legislation actually provides more resources for women's health services--through hospitals, health departments, community health centers, and other public programs. Democrats have even tried to claim that this Zika legislation would endanger clean water protections, but it won't. It contains a temporary, targeted compromise that will allow experts to actually get at mosquito control, the root cause of Zika, in an effective way while we wait for a vaccine. The agreement before us is a compromise with input from both parties, and it represents the last chance we will have to address Zika for weeks. The CDC Director testified that the $1.1 billion funding level will allow him ``to do the things we need to do in the immediate term.'' He said: ``The sooner we get a bill, the better.'' [[Page S4566]] Senate Democrats have already unanimously supported the $1.1 billion in funding to combat the virus. Voting to block this bill now will delay Zika control funding well beyond the White House's deadlines. So look, there is no reason Democrats should reverse course now and block funding for Zika control in the midst of mosquito season. There is no reason they should put partisan politics above the health of pregnant women and babies, and there is no reason they should block support for our veterans, either. The legislation before us will honor commitments to the men and women who have served to protect us. It includes a significant increase for the VA to help improve the quality of health care services and benefits that our veterans have earned, it will enhance oversight and accountability at the VA, and it will help improve quality of life on military bases for soldiers, sailors, airmen, marines, and their families. Our men and women in uniform make sacrifices daily on our behalf-- sacrifices such as missing special moments with their families, being stationed in distant places far from home, suffering physical wounds they will carry with them long after their service is over. Sadly, too many of our servicemembers are also burdened by wounds that cannot be seen, such as traumatic brain injury and post-traumatic stress disorder. We are reminded of their daily sacrifices on this National PTSD Awareness Day. We know that too many of our veterans and their families are unfortunately all too familiar with the challenges and sorrows this condition can bring. We know too that while our warriors may return home from the battlefield due to effective medevac and trauma care, there is a generation of warriors who will need treatment and support literally for decades to come. We owe this support to the servicemembers who drove Al Qaeda from Afghanistan and offered the Iraqis an opportunity for a better future. We owe it to each and every veteran who has sacrificed to help keep us safe. We have an all-volunteer force in this country. The young men and women who sign up to defend our Nation don't ask for very much, but our Nation certainly asks a lot of them. They deserve the benefits, care, and treatment they have earned. We need to pass the Veterans Affairs and Military Construction funding bill before us as soon as possible. ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-7,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,5584,0,5584,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [pages s4565-s4566] from the congressional record online through the government publishing office [ www.gpo.gov ] zika virus and va-milcon funding bill mr. mcconnell. madam president, combatting the spread of the zika virus should be a priority for both parties. we worked hard to forge a compromise solution that made $1.1 billion available to fight this virus. that compromise plan already passed the senate with unanimous support of democrats. we now have a bicameral agreement that provides the exact same compromise level of funding. the house did its job and approved the legislation. the senate can now do its job to send that legislation down to the president. democrats joined republicans in sounding the alarm about zika, but now we are at the finish line, and suddenly our friends across the aisle are changing their tune. here is what the fourth-ranking senate democrat recently said: families are looking to congress for action on zika. it is well past time that we delivered. so will she help the senate deliver tomorrow or play partisan politics? here is what the third-ranking senate democrat recently said: ``every day we wait, every day is increasing the risk that we will have problems with zika.'' so will he help the senate to take action tomorrow or play partisan politics? the second-ranking democrat recently said that ``the mosquitoes carrying this deadly virus are on the march.'' so will he help the senate arrest that march before the fourth of july or play partisan politics? here is what the democratic leader recently said: ``every day we wait is a bad day . . . for america and the world.'' so will he help the senate pass this $1.1 billion zika control funding compromise or play partisan politics and delay action for weeks? the white house, which recently called for congressional action on zika by july 4, said: [t]he time to prepare before zika begins to spread in the continental united states is rapidly closing. . . . [w]e need some congressional action. we need a sense of urgency and we need it now. democrats have tried to claim they weren't involved in negotiations over this legislation, but they were from beginning to end, and the house agreed to the funding level that democrats supported unanimously. democrats have tried to trot out the ``war on women'' playbook, but this legislation actually provides more resources for women's health services--through hospitals, health departments, community health centers, and other public programs. democrats have even tried to claim that this zika legislation would endanger clean water protections, but it won't. it contains a temporary, targeted compromise that will allow experts to actually get at mosquito control, the root cause of zika, in an effective way while we wait for a vaccine. the agreement before us is a compromise with input from both parties, and it represents the last chance we will have to address zika for weeks. the cdc director testified that the $1.1 billion funding level will allow him ``to do the things we need to do in the immediate term.'' he said: ``the sooner we get a bill, the better.'' [[page s4566]] senate democrats have already unanimously supported the $1.1 billion in funding to combat the virus. voting to block this bill now will delay zika control funding well beyond the white house's deadlines. so look, there is no reason democrats should reverse course now and block funding for zika control in the midst of mosquito season. there is no reason they should put partisan politics above the health of pregnant women and babies, and there is no reason they should block support for our veterans, either. the legislation before us will honor commitments to the men and women who have served to protect us. it includes a significant increase for the va to help improve the quality of health care services and benefits that our veterans have earned, it will enhance oversight and accountability at the va, and it will help improve quality of life on military bases for soldiers, sailors, airmen, marines, and their families. our men and women in uniform make sacrifices daily on our behalf-- sacrifices such as missing special moments with their families, being stationed in distant places far from home, suffering physical wounds they will carry with them long after their service is over. sadly, too many of our servicemembers are also burdened by wounds that cannot be seen, such as traumatic brain injury and post-traumatic stress disorder. we are reminded of their daily sacrifices on this national ptsd awareness day. we know that too many of our veterans and their families are unfortunately all too familiar with the challenges and sorrows this condition can bring. we know too that while our warriors may return home from the battlefield due to effective medevac and trauma care, there is a generation of warriors who will need treatment and support literally for decades to come. we owe this support to the servicemembers who drove al qaeda from afghanistan and offered the iraqis an opportunity for a better future. we owe it to each and every veteran who has sacrificed to help keep us safe. we have an all-volunteer force in this country. the young men and women who sign up to defend our nation don't ask for very much, but our nation certainly asks a lot of them. they deserve the benefits, care, and treatment they have earned. we need to pass the veterans affairs and military construction funding bill before us as soon as possible. ____________________",5584
CREC-2016-06-27-pt1-PgS4565-4,CREC-2016-06-27,2016-06-27,PRAYER,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-4,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-4/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-4/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,,,,https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-4,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,0,0,0,,0
CREC-2016-06-27-pt1-PgS4565-5,CREC-2016-06-27,2016-06-27,PLEDGE OF ALLEGIANCE,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4565-5,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-5/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4565-5/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PLEDGE OF ALLEGIANCE The President pro tempore led the Pledge of Allegiance, as follows: I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one nation under God, indivisible, with liberty and justice for all. ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4565] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PLEDGE OF ALLEGIANCE The President pro tempore led the Pledge of Allegiance, as follows: I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one nation under God, indivisible, with liberty and justice for all. ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4565-5,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,470,0,470,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4565] from the congressional record online through the government publishing office [ www.gpo.gov ] pledge of allegiance the president pro tempore led the pledge of allegiance, as follows: i pledge allegiance to the flag of the united states of america, and to the republic for which it stands, one nation under god, indivisible, with liberty and justice for all. ____________________",470
CREC-2016-06-27-pt1-PgS4566,CREC-2016-06-27,2016-06-27,RECOGNITION OF THE MINORITY LEADER,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4566,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RECOGNITION OF THE MINORITY LEADER The PRESIDING OFFICER. The Democratic leader is recognized. ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RECOGNITION OF THE MINORITY LEADER The PRESIDING OFFICER. The Democratic leader is recognized. ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4566,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,301,0,301,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4566] from the congressional record online through the government publishing office [ www.gpo.gov ] recognition of the minority leader the presiding officer. the democratic leader is recognized. ____________________",301
CREC-2016-06-27-pt1-PgS4566-3,CREC-2016-06-27,2016-06-27,UNITED KINGDOM EXIT FROM EUROPEAN UNION,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4566-3,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566-3/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566-3/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,,,,https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4566-3,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,0,0,0,,0
CREC-2016-06-27-pt1-PgS4566-2,CREC-2016-06-27,2016-06-27,ZIKA VIRUS AND VA-MILCON FUNDING BILL,CREC,SENATE,S,S,1,https://www.govinfo.gov/app/details/CREC-2016-06-27/CREC-2016-06-27-pt1-PgS4566-2,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566-2/htm,https://api.govinfo.gov/packages/CREC-2016-06-27/granules/CREC-2016-06-27-pt1-PgS4566-2/pdf,https://api.govinfo.gov/packages/CREC-2016-06-27/summary,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ZIKA VIRUS AND VA-MILCON FUNDING BILL Mr. REID. Madam President, here are just a few brief words on the Zika funding matter. This conference report is full of poison pills. I will give you just a few of them. Again, the House Republicans can't help themselves and, of course, the Senate Republicans joined with them. They have to do everything they can to whack Planned Parenthood, and that is what they do in this conference report. They restrict funding for birth control provided by Planned Parenthood. Can you believe that? And with this Zika problem, who does it affect? Women, and especially pregnant women. It exempts pesticide spraying from Clean Water Act prohibitions and protections, cuts veterans funding by $500 million, cuts Ebola funding by $107 million, and cuts ObamaCare by $543 million. Listen to this one. Why would they do this? They stick a provision in this that strikes a prohibition that we had placed in the legislation on displaying a Confederate flag. What they have done is just great. Any veterans facility can fly that Confederate flag. Why would they put that in this bill? Of course, it sets a terrible precedent for offsetting emergency spending, and it is missing $800 million--what a shame. It is like we are being dared to oppose this legislation. We have no choice. ____________________",,"[Congressional Record Volume 162, Number 103 (Monday, June 27, 2016)] [Senate] [Page S4566] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ZIKA VIRUS AND VA-MILCON FUNDING BILL Mr. REID. Madam President, here are just a few brief words on the Zika funding matter. This conference report is full of poison pills. I will give you just a few of them. Again, the House Republicans can't help themselves and, of course, the Senate Republicans joined with them. They have to do everything they can to whack Planned Parenthood, and that is what they do in this conference report. They restrict funding for birth control provided by Planned Parenthood. Can you believe that? And with this Zika problem, who does it affect? Women, and especially pregnant women. It exempts pesticide spraying from Clean Water Act prohibitions and protections, cuts veterans funding by $500 million, cuts Ebola funding by $107 million, and cuts ObamaCare by $543 million. Listen to this one. Why would they do this? They stick a provision in this that strikes a prohibition that we had placed in the legislation on displaying a Confederate flag. What they have done is just great. Any veterans facility can fly that Confederate flag. Why would they put that in this bill? Of course, it sets a terrible precedent for offsetting emergency spending, and it is missing $800 million--what a shame. It is like we are being dared to oppose this legislation. We have no choice. ____________________",https://api.govinfo.gov/related/CREC-2016-06-27-pt1-PgS4566-2,CREC,Proceedings of Congress and General Congressional Publications,2025-07-11T18:01:19Z,Congressional Record,package_114_288.csv,1510,0,1510,"[congressional record volume 162, number 103 (monday, june 27, 2016)] [senate] [page s4566] from the congressional record online through the government publishing office [ www.gpo.gov ] zika virus and va-milcon funding bill mr. reid. madam president, here are just a few brief words on the zika funding matter. this conference report is full of poison pills. i will give you just a few of them. again, the house republicans can't help themselves and, of course, the senate republicans joined with them. they have to do everything they can to whack planned parenthood, and that is what they do in this conference report. they restrict funding for birth control provided by planned parenthood. can you believe that? and with this zika problem, who does it affect? women, and especially pregnant women. it exempts pesticide spraying from clean water act prohibitions and protections, cuts veterans funding by $500 million, cuts ebola funding by $107 million, and cuts obamacare by $543 million. listen to this one. why would they do this? they stick a provision in this that strikes a prohibition that we had placed in the legislation on displaying a confederate flag. what they have done is just great. any veterans facility can fly that confederate flag. why would they put that in this bill? of course, it sets a terrible precedent for offsetting emergency spending, and it is missing $800 million--what a shame. it is like we are being dared to oppose this legislation. we have no choice. ____________________",1510
