granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-19-pt1-PgS79-6,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS79-7,CREC-2016-01-19,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-01-19-pt1-PgS79-4,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS79-5,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS-FrontMatter,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS79-2,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS79-8,CREC-2016-01-19,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-01-19-pt1-PgS79-3,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS79-9,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS80,CREC-2016-01-19,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-19-pt1-PgS79-10,CREC-2016-01-19,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-19-pt1-PgS80-2,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS80-3,CREC-2016-01-19,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-19-pt1-PgS80-3,CREC-2016-01-19,,8236,859,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Mr. NELSON,Bill Nelson,Clarence William Nelson
CREC-2016-01-19-pt1-PgS81,CREC-2016-01-19,,8313,1464,SPEAKING,S,114,B000575,"Blunt, Roy",MO,R,"Blunt, Roy",Mr. BLUNT,Roy Blunt,
CREC-2016-01-19-pt1-PgS81,CREC-2016-01-19,,8316,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,Mr. Charles Grassley
CREC-2016-01-19-pt1-PgS80-4,CREC-2016-01-19,,8236,859,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Mr. NELSON,Bill Nelson,Clarence William Nelson
CREC-2016-01-19-pt1-PgS80-4,CREC-2016-01-19,,8313,1464,SPEAKING,S,114,B000575,"Blunt, Roy",MO,R,"Blunt, Roy",Mr. BLUNT,Roy Blunt,
CREC-2016-01-19-pt1-PgS82,CREC-2016-01-19,,8316,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,Mr. Charles Grassley
CREC-2016-01-19-pt1-PgS82,CREC-2016-01-19,,8249,1826,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",Ms. KLOBUCHAR,Amy Klobuchar,
CREC-2016-01-19-pt1-PgS84,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS83-2,CREC-2016-01-19,,8249,1826,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",Ms. KLOBUCHAR,Amy Klobuchar,
CREC-2016-01-19-pt1-PgS83,CREC-2016-01-19,,8249,1826,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",Ms. KLOBUCHAR,Amy Klobuchar,
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8249,1826,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",Ms. KLOBUCHAR,Amy Klobuchar,
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8339,1969,SPEAKING,S,114,F000457,"Franken, Al",MN,D,"Franken, Al",Mr. FRANKEN,Al Franken,
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8244,1383,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Mr. Patrick Leahy
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8304,1695,SPEAKING,S,114,A000360,"Alexander, Lamar",TN,R,"Alexander, Lamar",Mr. ALEXANDER,Lamar Alexander,
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8257,1534,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",Mr. THUNE,John Thune,Mr. John R. Thune
CREC-2016-01-19-pt1-PgS84-2,CREC-2016-01-19,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2016-01-19-pt1-PgS86,CREC-2016-01-19,,,,,,,,,,,,,,
CREC-2016-01-19-pt1-PgS86-2,CREC-2016-01-19,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-01-19-pt1-PgS87,CREC-2016-01-19,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
