granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-01-06-pt1-PgH17-2,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH-FrontMatter,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH17,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH17-3,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH18,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,4263,114,HR
CREC-2016-01-06-pt1-PgH18,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,4263,114,HR
CREC-2016-01-06-pt1-PgH17-4,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH18-2,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH19,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH19-2,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,224,114,HR
CREC-2016-01-06-pt1-PgH19-2,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,225,114,HR
CREC-2016-01-06-pt1-PgH20,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH20-2,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,4315,114,HR
CREC-2016-01-06-pt1-PgH20-2,CREC-2016-01-06,2016-01-06,,BILLS,Congressional Bills,4316,114,HR
CREC-2016-01-06-pt1-PgH21,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH21-2,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH22,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH23,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH23-2,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH24,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH24-2,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH24-3,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH24-4,CREC-2016-01-06,2016-01-06,,,,,,
CREC-2016-01-06-pt1-PgH24-5,CREC-2016-01-06,2016-01-06,,,,,,
