granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-11-pt1-PgH-FrontMatter,CREC-2016-05-11,2016-05-11,,,,,,,,,,,,,,
CREC-2016-05-11-pt1-PgH2217-3,CREC-2016-05-11,2016-05-11,,,,,,,,,,,,,,
CREC-2016-05-11-pt1-PgH2217-4,CREC-2016-05-11,2016-05-11,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-05-11-pt1-PgH2217-5,CREC-2016-05-11,2016-05-11,,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2016-05-11-pt1-PgH2217,CREC-2016-05-11,2016-05-11,,,,,,,,,,,,,,
CREC-2016-05-11-pt1-PgH2217-2,CREC-2016-05-11,2016-05-11,,,,,,,,,,,,,,
CREC-2016-05-11-pt1-PgH2218,CREC-2016-05-11,2016-05-11,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-05-11-pt1-PgH2219,CREC-2016-05-11,2016-05-11,,7867,1836,SPEAKING,H,114,C001069,"Courtney, Joe",CT,D,"Courtney, Joe",Mr. COURTNEY,Joe Courtney,
CREC-2016-05-11-pt1-PgH2220-2,CREC-2016-05-11,2016-05-11,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-05-11-pt1-PgH2220,CREC-2016-05-11,2016-05-11,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-05-11-pt1-PgH2219-2,CREC-2016-05-11,2016-05-11,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-05-11-pt1-PgH2221-2,CREC-2016-05-11,2016-05-11,,8108,2049,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",Mr. GIBBS,Bob Gibbs,
CREC-2016-05-11-pt1-PgH2221,CREC-2016-05-11,2016-05-11,,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
