granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-03-10-pt1-PgH-FrontMatter-3,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-7,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-5,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-3,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-4,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-6,CREC-2016-03-10,,7953,1222,SPEAKING,H,114,W000413,"Whitfield, Ed",KY,R,"Whitfield, Ed",Edward Whitfield,Mr. WHITFIELD,Ed Whitfield
CREC-2016-03-10-pt1-PgH1155-2,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1155-8,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1300,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1301-3,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1302,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1302-2,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1301-2,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1300-2,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1301,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1302-3,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1302-5,CREC-2016-03-10,,,,,,,,,,,,,,
CREC-2016-03-10-pt1-PgH1302-4,CREC-2016-03-10,,,,,,,,,,,,,,
