granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2016-09-09-pt1-PgH5227-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH-FrontMatter-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227-4,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227-6,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227-7,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5227-5,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228-4,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228-5,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5228-6,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5229-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5229,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5229-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hshm00,H,Committee on Homeland Security,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hsju00,H,Committee on the Judiciary,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hsas00,H,Committee on Armed Services,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2016-09-09-pt1-PgH5229-4,CREC-2016-09-09,,hlig00,H,Permanent Select Committee on Intelligence,L
CREC-2016-09-09-pt1-PgH5230,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5239,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5230-2,CREC-2016-09-09,,hsba00,H,Committee on Financial Services,S
CREC-2016-09-09-pt1-PgH5239-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5244,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5239-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5244-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5246,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5244-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5249,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5249-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5250,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5249-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5250-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5250-3,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5250-4,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5251,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5251-2,CREC-2016-09-09,,,,,
CREC-2016-09-09-pt1-PgH5251-3,CREC-2016-09-09,,,,,
