granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-05-11-pt1-PgS2743,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2743-3,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2743-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2743-5,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2743-4,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2743-6,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2744-3,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2744,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2744-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2746,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2745,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2748,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2747,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2749,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2749-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2751,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2751-2,CREC-2015-05-11,2015-05-11,,slin00,S,Select Committee on Intelligence,L
CREC-2015-05-11-pt1-PgS2753,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2753-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2754,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755-4,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755-3,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755-5,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2755-6,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2756,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2756-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2756-3,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2757,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2756-4,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2757-2,CREC-2015-05-11,2015-05-11,,,,,
CREC-2015-05-11-pt1-PgS2757-3,CREC-2015-05-11,2015-05-11,,,,,
