granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-06-07-pt1-PgH3465,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3465-5,CREC-2016-06-07,,SPEAKING,H,114,L000480,"Lowey, Nita M.",NY,D,"Lowey, Nita M.",Nita Lowey,Mrs. LOWEY,Nita M. Lowey
CREC-2016-06-07-pt1-PgH3466-2,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3465-3,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3466,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH-FrontMatter-4,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3465-2,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3465-4,CREC-2016-06-07,,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,"Jenkins, Evan H.",Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2016-06-07-pt1-PgH3466-3,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3466-5,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3466-7,CREC-2016-06-07,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-06-07-pt1-PgH3466-8,CREC-2016-06-07,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-06-07-pt1-PgH3466-6,CREC-2016-06-07,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2016-06-07-pt1-PgH3466-4,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3467,CREC-2016-06-07,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-06-07-pt1-PgH3467-2,CREC-2016-06-07,,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,"Hill, J. French",J. Hill,Mr. HILL,J. French Hill
CREC-2016-06-07-pt1-PgH3467-3,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3467-4,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3467-5,CREC-2016-06-07,,,,,,,,,,,,
CREC-2016-06-07-pt1-PgH3467-6,CREC-2016-06-07,,SPEAKING,H,114,K000386,"Katko, John",NY,R,"Katko, John",,Mr. KATKO,John Katko
CREC-2016-06-07-pt1-PgH3467-6,CREC-2016-06-07,,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,"Thompson, Bennie G.",Bennie Thompson,Mr. THOMPSON of Mississippi,Bennie G. Thompson
CREC-2016-06-07-pt1-PgH3467-6,CREC-2016-06-07,,SPEAKING,H,114,J000295,"Joyce, David P.",OH,R,"Joyce, David P.",David Joyce,Mr. JOYCE,David P. Joyce
CREC-2016-06-07-pt1-PgH3467-6,CREC-2016-06-07,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-06-07-pt1-PgH3467-6,CREC-2016-06-07,,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,"McCaul, Michael T.",Michael McCaul,Mr. McCAUL,Michael T. McCaul
CREC-2016-06-07-pt1-PgH3475,CREC-2016-06-07,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-06-07-pt1-PgH3475,CREC-2016-06-07,,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,"Deutch, Theodore E.",Theodore Deutch,Mr. DEUTCH,Theodore E. Deutch
CREC-2016-06-07-pt1-PgH3475,CREC-2016-06-07,,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-07-pt1-PgH3475,CREC-2016-06-07,,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,"Royce, Edward R.",Ed Royce,Mr. ROYCE,Edward R. Royce
CREC-2016-06-07-pt1-PgH3475,CREC-2016-06-07,,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-06-07-pt1-PgH3480,CREC-2016-06-07,,SPEAKING,H,114,R000604,"Russell, Steve",OK,R,"Russell, Steve",,Mr. RUSSELL,Steve Russell
CREC-2016-06-07-pt1-PgH3480,CREC-2016-06-07,,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2016-06-07-pt1-PgH3480,CREC-2016-06-07,,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,"Hurd, Will",,Mr. HURD of Texas,Will Hurd
CREC-2016-06-07-pt1-PgH3480,CREC-2016-06-07,,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-07-pt1-PgH3479,CREC-2016-06-07,,SPEAKING,H,114,R000604,"Russell, Steve",OK,R,"Russell, Steve",,Mr. RUSSELL,Steve Russell
CREC-2016-06-07-pt1-PgH3479,CREC-2016-06-07,,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,T000462,"Tiberi, Patrick J.",OH,R,"Tiberi, Patrick J.",Patrick Tiberi,Mr. TIBERI,Patrick J. Tiberi
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",,Mr. McDERMOTT,Jim McDermott
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,Y000033,"Young, Don",AK,R,"Young, Don",Don E. Young,Mr. YOUNG of Alaska,Don Young
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,"Davis, Danny K.",Danny Davis,Mr. DANNY K. DAVIS of Illinois,Danny K. Davis
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,R000586,"Renacci, James B.",OH,R,"Renacci, James B.",James Renacci,Mr. RENACCI,James B. Renacci
CREC-2016-06-07-pt1-PgH3470,CREC-2016-06-07,,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",,Mr. BRADY of Texas,Kevin Brady
CREC-2016-06-07-pt1-PgH3482,CREC-2016-06-07,,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,"Hardy, Cresent",,Mr. HARDY,Cresent Hardy
