granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-10-27-pt1-PgH7191-3,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7191-2,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7191-4,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH-FrontMatter-4,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7193,CREC-2015-10-27,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-10-27-pt1-PgH7192,CREC-2015-10-27,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-10-27-pt1-PgH7191-5,CREC-2015-10-27,,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,"Brooks, Mo",,Mr. BROOKS of Alabama,Mo Brooks
CREC-2015-10-27-pt1-PgH7192-2,CREC-2015-10-27,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Alexander Mooney,Mr. MOONEY of West Virginia,Alexander X. Mooney
CREC-2015-10-27-pt1-PgH7195,CREC-2015-10-27,,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2015-10-27-pt1-PgH7194,CREC-2015-10-27,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-10-27-pt1-PgH7193-2,CREC-2015-10-27,,SPEAKING,H,114,W000796,"Westmoreland, Lynn A.",GA,R,"Westmoreland, Lynn A.",Lynn Westmoreland,Mr. WESTMORELAND,Lynn A. Westmoreland
CREC-2015-10-27-pt1-PgH7196-2,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7194-2,CREC-2015-10-27,,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,"Olson, Pete",,Mr. OLSON,Pete Olson
CREC-2015-10-27-pt1-PgH7196-3,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7196,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7196-4,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7196-6,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7196-8,CREC-2015-10-27,,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2015-10-27-pt1-PgH7196-5,CREC-2015-10-27,,,,,,,,,,,,
CREC-2015-10-27-pt1-PgH7196-7,CREC-2015-10-27,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-10-27-pt1-PgH7197,CREC-2015-10-27,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2015-10-27-pt1-PgH7196-10,CREC-2015-10-27,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-10-27-pt1-PgH7196-9,CREC-2015-10-27,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-10-27-pt1-PgH7197-2,CREC-2015-10-27,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-10-27-pt1-PgH7197-3,CREC-2015-10-27,,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,"Marchant, Kenny",,Mr. MARCHANT,Kenny Marchant
