granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-04-13-pt1-PgH2117-2,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH-FrontMatter-3,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-3,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-4,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-5,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-6,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-7,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-9,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2117-8,CREC-2015-04-13,2015-04-13,,,,,,,,,,,,,,
CREC-2015-04-13-pt1-PgH2118,CREC-2015-04-13,2015-04-13,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-04-13-pt1-PgH2118-2,CREC-2015-04-13,2015-04-13,,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2015-04-13-pt1-PgH2118-3,CREC-2015-04-13,2015-04-13,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-04-13-pt1-PgH2118-4,CREC-2015-04-13,2015-04-13,,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2015-04-13-pt1-PgH2119,CREC-2015-04-13,2015-04-13,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
