granuleId,packageId,congress,title,parsed_text,text_readability,text_bs4,__source_file,parsed_text_len,text_readability_len,text_bs4_len,search_text,search_text_len
CREC-2015-01-28-pt1-PgH643-6,CREC-2015-01-28,114,ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE The SPEAKER pro tempore. The Chair will entertain up to five requests for 1-minute speeches on each side of the aisle. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE The SPEAKER pro tempore. The Chair will entertain up to five requests for 1-minute speeches on each side of the aisle. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE The SPEAKER pro tempore. The Chair will entertain up to five requests for 1-minute speeches on each side of the aisle. ____________________",package_114_121.csv,368,368,440,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] announcement by the speaker pro tempore the speaker pro tempore. the chair will entertain up to five requests for 1-minute speeches on each side of the aisle. ____________________",368
CREC-2015-01-28-pt1-PgH643,CREC-2015-01-28,114,House of Representatives,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] [[Page H643]] ----------------------------------------------------------------------- House of Representatives The House met at 9 a.m. and was called to order by the Speaker pro tempore (Mr. Hultgren). ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] [[Page H643]] ----------------------------------------------------------------------- House of Representatives The House met at 9 a.m. and was called to order by the Speaker pro tempore (Mr. Hultgren). ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] [[Page H643]] ----------------------------------------------------------------------- House of Representatives The House met at 9 a.m. and was called to order by the Speaker pro tempore (Mr. Hultgren). ____________________",package_114_121.csv,411,411,483,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] [[page h643]] ----------------------------------------------------------------------- house of representatives the house met at 9 a.m. and was called to order by the speaker pro tempore (mr. hultgren). ____________________",411
CREC-2015-01-28-pt1-PgH643-5,CREC-2015-01-28,114,PLEDGE OF ALLEGIANCE,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PLEDGE OF ALLEGIANCE The SPEAKER pro tempore. Will the gentleman from Michigan (Mr. Benishek) come forward and lead the House in the Pledge of Allegiance. Mr. BENISHEK led the Pledge of Allegiance as follows: I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one nation under God, indivisible, with liberty and justice for all. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PLEDGE OF ALLEGIANCE The SPEAKER pro tempore. Will the gentleman from Michigan (Mr. Benishek) come forward and lead the House in the Pledge of Allegiance. Mr. BENISHEK led the Pledge of Allegiance as follows: I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one nation under God, indivisible, with liberty and justice for all. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PLEDGE OF ALLEGIANCE The SPEAKER pro tempore. Will the gentleman from Michigan (Mr. Benishek) come forward and lead the House in the Pledge of Allegiance. Mr. BENISHEK led the Pledge of Allegiance as follows: I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one nation under God, indivisible, with liberty and justice for all. ____________________",package_114_121.csv,593,593,665,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] pledge of allegiance the speaker pro tempore. will the gentleman from michigan (mr. benishek) come forward and lead the house in the pledge of allegiance. mr. benishek led the pledge of allegiance as follows: i pledge allegiance to the flag of the united states of america, and to the republic for which it stands, one nation under god, indivisible, with liberty and justice for all. ____________________",593
CREC-2015-01-28-pt1-PgH-FrontMatter-2,CREC-2015-01-28,114,CONGRESSIONAL RECORD,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] CONGRESSIONAL RECORD United States of America American eagle (seal) PROCEEDINGS AND DEBATES OF THE 114th CONGRESS, FIRST SESSION ------------------------------------------------------------------------- This symbol represents the time of day during the House proceedings, e.g.,1407 is 2:07 p.m. Matter set in this typeface Indicates words inserted or appended, rather than spoken, by a Member of the House on the floor. -------------------------------------------------------------------------- (seal) recycle Printed on recycled paper. Vol. 161 WASHINGTON, WEDNESDAY, JANUARY 28, 2015 No. 14","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] CONGRESSIONAL RECORD United States of America American eagle (seal) PROCEEDINGS AND DEBATES OF THE 114th CONGRESS, FIRST SESSION ------------------------------------------------------------------------- This symbol represents the time of day during the House proceedings, e.g.,1407 is 2:07 p.m. Matter set in this typeface Indicates words inserted or appended, rather than spoken, by a Member of the House on the floor. -------------------------------------------------------------------------- (seal) recycle Printed on recycled paper. Vol. 161 WASHINGTON, WEDNESDAY, JANUARY 28, 2015 No. 14","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] CONGRESSIONAL RECORD United States of America American eagle (seal) PROCEEDINGS AND DEBATES OF THE 114th CONGRESS, FIRST SESSION ------------------------------------------------------------------------- This symbol represents the time of day during the House proceedings, e.g.,1407 is 2:07 p.m. Matter set in this typeface Indicates words inserted or appended, rather than spoken, by a Member of the House on the floor. -------------------------------------------------------------------------- (seal) recycle Printed on recycled paper. Vol. 161 WASHINGTON, WEDNESDAY, JANUARY 28, 2015 No. 14",package_114_121.csv,781,781,853,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] congressional record united states of america american eagle (seal) proceedings and debates of the 114th congress, first session ------------------------------------------------------------------------- this symbol represents the time of day during the house proceedings, e.g.,1407 is 2:07 p.m. matter set in this typeface indicates words inserted or appended, rather than spoken, by a member of the house on the floor. -------------------------------------------------------------------------- (seal) recycle printed on recycled paper. vol. 161 washington, wednesday, january 28, 2015 no. 14",781
CREC-2015-01-28-pt1-PgH643-4,CREC-2015-01-28,114,THE JOURNAL,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] THE JOURNAL The SPEAKER pro tempore. The Chair has examined the Journal of the last day's proceedings and announces to the House his approval thereof. Pursuant to clause 1, rule I, the Journal stands approved. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] THE JOURNAL The SPEAKER pro tempore. The Chair has examined the Journal of the last day's proceedings and announces to the House his approval thereof. Pursuant to clause 1, rule I, the Journal stands approved. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] THE JOURNAL The SPEAKER pro tempore. The Chair has examined the Journal of the last day's proceedings and announces to the House his approval thereof. Pursuant to clause 1, rule I, the Journal stands approved. ____________________",package_114_121.csv,419,419,491,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] the journal the speaker pro tempore. the chair has examined the journal of the last day's proceedings and announces to the house his approval thereof. pursuant to clause 1, rule i, the journal stands approved. ____________________",419
CREC-2015-01-28-pt1-PgH643-7,CREC-2015-01-28,114,RESTORING LOCAL CONTROL OVER EDUCATION,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RESTORING LOCAL CONTROL OVER EDUCATION (Mr. WILSON of South Carolina asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. WILSON of South Carolina. Mr. Speaker, the quality of our children's education is too important to rely on a one-size-fits-all approach. I have introduced the Local Control of Education Act to return control of education to the States by prohibiting the Federal Government from using grants or waivers to coerce States into adopting the Common Core State Standards. I am grateful to work with Senator David Vitter of Louisiana on these efforts with companion legislation. South Carolina-elected school board members and administrators, such as Lexington District Two Superintendent Venus Holland, working together with teachers and parents--such as Kathy Maness of the Palmetto State Teachers Association--are best suited to promote our State's education system. I have full faith in State Superintendent of Education Molly Spearman, who is continuing the effort for education excellence as supported by her predecessor, Dr. Mick Zais. In conclusion, God bless our troops, and may the President by his actions never forget September the 11th in the global war on terrorism. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RESTORING LOCAL CONTROL OVER EDUCATION (Mr. WILSON of South Carolina asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. WILSON of South Carolina. Mr. Speaker, the quality of our children's education is too important to rely on a one-size-fits-all approach. I have introduced the Local Control of Education Act to return control of education to the States by prohibiting the Federal Government from using grants or waivers to coerce States into adopting the Common Core State Standards. I am grateful to work with Senator David Vitter of Louisiana on these efforts with companion legislation. South Carolina-elected school board members and administrators, such as Lexington District Two Superintendent Venus Holland, working together with teachers and parents--such as Kathy Maness of the Palmetto State Teachers Association--are best suited to promote our State's education system. I have full faith in State Superintendent of Education Molly Spearman, who is continuing the effort for education excellence as supported by her predecessor, Dr. Mick Zais. In conclusion, God bless our troops, and may the President by his actions never forget September the 11th in the global war on terrorism. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] RESTORING LOCAL CONTROL OVER EDUCATION (Mr. WILSON of South Carolina asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. WILSON of South Carolina. Mr. Speaker, the quality of our children's education is too important to rely on a one-size-fits-all approach. I have introduced the Local Control of Education Act to return control of education to the States by prohibiting the Federal Government from using grants or waivers to coerce States into adopting the Common Core State Standards. I am grateful to work with Senator David Vitter of Louisiana on these efforts with companion legislation. South Carolina-elected school board members and administrators, such as Lexington District Two Superintendent Venus Holland, working together with teachers and parents--such as Kathy Maness of the Palmetto State Teachers Association--are best suited to promote our State's education system. I have full faith in State Superintendent of Education Molly Spearman, who is continuing the effort for education excellence as supported by her predecessor, Dr. Mick Zais. In conclusion, God bless our troops, and may the President by his actions never forget September the 11th in the global war on terrorism. ____________________",package_114_121.csv,1460,1460,1532,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] restoring local control over education (mr. wilson of south carolina asked and was given permission to address the house for 1 minute and to revise and extend his remarks.) mr. wilson of south carolina. mr. speaker, the quality of our children's education is too important to rely on a one-size-fits-all approach. i have introduced the local control of education act to return control of education to the states by prohibiting the federal government from using grants or waivers to coerce states into adopting the common core state standards. i am grateful to work with senator david vitter of louisiana on these efforts with companion legislation. south carolina-elected school board members and administrators, such as lexington district two superintendent venus holland, working together with teachers and parents--such as kathy maness of the palmetto state teachers association--are best suited to promote our state's education system. i have full faith in state superintendent of education molly spearman, who is continuing the effort for education excellence as supported by her predecessor, dr. mick zais. in conclusion, god bless our troops, and may the president by his actions never forget september the 11th in the global war on terrorism. ____________________",1460
CREC-2015-01-28-pt1-PgH643-2,CREC-2015-01-28,114,DESIGNATION OF THE SPEAKER PRO TEMPORE,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] DESIGNATION OF THE SPEAKER PRO TEMPORE The SPEAKER pro tempore laid before the House the following communication from the Speaker: Washington, DC, January 28, 2015. I hereby appoint the Honorable Randy Hultgren to act as Speaker pro tempore on this day. John A. Boehner, Speaker of the House of Representatives. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] DESIGNATION OF THE SPEAKER PRO TEMPORE The SPEAKER pro tempore laid before the House the following communication from the Speaker: Washington, DC, January 28, 2015. I hereby appoint the Honorable Randy Hultgren to act as Speaker pro tempore on this day. John A. Boehner, Speaker of the House of Representatives. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] DESIGNATION OF THE SPEAKER PRO TEMPORE The SPEAKER pro tempore laid before the House the following communication from the Speaker: Washington, DC, January 28, 2015. I hereby appoint the Honorable Randy Hultgren to act as Speaker pro tempore on this day. John A. Boehner, Speaker of the House of Representatives. ____________________",package_114_121.csv,521,521,593,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] designation of the speaker pro tempore the speaker pro tempore laid before the house the following communication from the speaker: washington, dc, january 28, 2015. i hereby appoint the honorable randy hultgren to act as speaker pro tempore on this day. john a. boehner, speaker of the house of representatives. ____________________",521
CREC-2015-01-28-pt1-PgH643-3,CREC-2015-01-28,114,PRAYER,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PRAYER The Chaplain, the Reverend Patrick J. Conroy, offered the following prayer: We give You thanks, O God, for giving us another day. As You make available to Your people the grace and knowledge to meet the needs of the day, we pray that Your spirit will be upon the Members of this people's House, giving them the richness of Your wisdom. Bless the members of the minority party as they gather these next days. May they, with those who accompany them, travel safely and meet in peace. Bless also the majority party as they return to their constituencies. Give them hearts and ears to listen well to all those whom they represent. May the power of Your truth and our faith in Your providence give them all the confidence they must have to do the good work required for service to our Nation. May all that is done this day be for Your greater honor and glory. Amen. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PRAYER The Chaplain, the Reverend Patrick J. Conroy, offered the following prayer: We give You thanks, O God, for giving us another day. As You make available to Your people the grace and knowledge to meet the needs of the day, we pray that Your spirit will be upon the Members of this people's House, giving them the richness of Your wisdom. Bless the members of the minority party as they gather these next days. May they, with those who accompany them, travel safely and meet in peace. Bless also the majority party as they return to their constituencies. Give them hearts and ears to listen well to all those whom they represent. May the power of Your truth and our faith in Your providence give them all the confidence they must have to do the good work required for service to our Nation. May all that is done this day be for Your greater honor and glory. Amen. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H643] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] PRAYER The Chaplain, the Reverend Patrick J. Conroy, offered the following prayer: We give You thanks, O God, for giving us another day. As You make available to Your people the grace and knowledge to meet the needs of the day, we pray that Your spirit will be upon the Members of this people's House, giving them the richness of Your wisdom. Bless the members of the minority party as they gather these next days. May they, with those who accompany them, travel safely and meet in peace. Bless also the majority party as they return to their constituencies. Give them hearts and ears to listen well to all those whom they represent. May the power of Your truth and our faith in Your providence give them all the confidence they must have to do the good work required for service to our Nation. May all that is done this day be for Your greater honor and glory. Amen. ____________________",package_114_121.csv,1077,1077,1149,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h643] from the congressional record online through the government publishing office [ www.gpo.gov ] prayer the chaplain, the reverend patrick j. conroy, offered the following prayer: we give you thanks, o god, for giving us another day. as you make available to your people the grace and knowledge to meet the needs of the day, we pray that your spirit will be upon the members of this people's house, giving them the richness of your wisdom. bless the members of the minority party as they gather these next days. may they, with those who accompany them, travel safely and meet in peace. bless also the majority party as they return to their constituencies. give them hearts and ears to listen well to all those whom they represent. may the power of your truth and our faith in your providence give them all the confidence they must have to do the good work required for service to our nation. may all that is done this day be for your greater honor and glory. amen. ____________________",1077
CREC-2015-01-28-pt1-PgH644-3,CREC-2015-01-28,114,COMBATING HUMAN TRAFFICKING,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMBATING HUMAN TRAFFICKING (Mr. DOLD asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. DOLD. Mr. Speaker, I rise today to highlight the importance of the legislation that we passed this week on human trafficking. Sadly, my district is no stranger to this despicable crime. In both Lake and Cook Counties, we seem to have too many cases of human trafficking. In the Chicagoland area, up to 25,000 women and girls are victims of commercial sexual exploitation. According to the Justice Department, as many as 300,000 American youths are at risk of becoming victims of sexual trafficking. The average age for girls that first become victims is between 12 and 14 years of age. This legislation will protect our youth by establishing programs to help runaways and homeless children who are at the highest risk for becoming victims. The bills will also help address the issue by giving tools to health care professionals and law enforcement to identify and help victims of human trafficking, and to create programs to deter and prevent human trafficking in the first place. Human trafficking for sexual exploitation is an epidemic that needs to be stopped. This is a first step, and we must remain focused to end human trafficking altogether. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMBATING HUMAN TRAFFICKING (Mr. DOLD asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. DOLD. Mr. Speaker, I rise today to highlight the importance of the legislation that we passed this week on human trafficking. Sadly, my district is no stranger to this despicable crime. In both Lake and Cook Counties, we seem to have too many cases of human trafficking. In the Chicagoland area, up to 25,000 women and girls are victims of commercial sexual exploitation. According to the Justice Department, as many as 300,000 American youths are at risk of becoming victims of sexual trafficking. The average age for girls that first become victims is between 12 and 14 years of age. This legislation will protect our youth by establishing programs to help runaways and homeless children who are at the highest risk for becoming victims. The bills will also help address the issue by giving tools to health care professionals and law enforcement to identify and help victims of human trafficking, and to create programs to deter and prevent human trafficking in the first place. Human trafficking for sexual exploitation is an epidemic that needs to be stopped. This is a first step, and we must remain focused to end human trafficking altogether. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] COMBATING HUMAN TRAFFICKING (Mr. DOLD asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. DOLD. Mr. Speaker, I rise today to highlight the importance of the legislation that we passed this week on human trafficking. Sadly, my district is no stranger to this despicable crime. In both Lake and Cook Counties, we seem to have too many cases of human trafficking. In the Chicagoland area, up to 25,000 women and girls are victims of commercial sexual exploitation. According to the Justice Department, as many as 300,000 American youths are at risk of becoming victims of sexual trafficking. The average age for girls that first become victims is between 12 and 14 years of age. This legislation will protect our youth by establishing programs to help runaways and homeless children who are at the highest risk for becoming victims. The bills will also help address the issue by giving tools to health care professionals and law enforcement to identify and help victims of human trafficking, and to create programs to deter and prevent human trafficking in the first place. Human trafficking for sexual exploitation is an epidemic that needs to be stopped. This is a first step, and we must remain focused to end human trafficking altogether. ____________________",package_114_121.csv,1505,1505,1577,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h644] from the congressional record online through the government publishing office [ www.gpo.gov ] combating human trafficking (mr. dold asked and was given permission to address the house for 1 minute and to revise and extend his remarks.) mr. dold. mr. speaker, i rise today to highlight the importance of the legislation that we passed this week on human trafficking. sadly, my district is no stranger to this despicable crime. in both lake and cook counties, we seem to have too many cases of human trafficking. in the chicagoland area, up to 25,000 women and girls are victims of commercial sexual exploitation. according to the justice department, as many as 300,000 american youths are at risk of becoming victims of sexual trafficking. the average age for girls that first become victims is between 12 and 14 years of age. this legislation will protect our youth by establishing programs to help runaways and homeless children who are at the highest risk for becoming victims. the bills will also help address the issue by giving tools to health care professionals and law enforcement to identify and help victims of human trafficking, and to create programs to deter and prevent human trafficking in the first place. human trafficking for sexual exploitation is an epidemic that needs to be stopped. this is a first step, and we must remain focused to end human trafficking altogether. ____________________",1505
CREC-2015-01-28-pt1-PgH644-5,CREC-2015-01-28,114,REVERSE SEQUESTRATION CUTS,"[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] REVERSE SEQUESTRATION CUTS (Mr. AUSTIN SCOTT of Georgia asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. AUSTIN SCOTT of Georgia. Mr. Speaker, I rise today to call on my colleagues to join me in stopping the sequester's impact on our military. I want Members to hear what General Martin Dempsey, the Chairman of the Joint Chiefs, had to say. He directly advises the President and Congress, and these are his words: The combination of the Budget Control Act and the sequestration mechanism will make it impossible for us to meet our global responsibilities. Again from the Chairman of the Joint Chiefs: The readiness hole is still the readiness hole. The global security environment is more dangerous and sequestration is still on the books as the law. It's absolutely crazy for this country. Since the President promised the sequestration would not happen but then he said he would veto changes to it, some Members of this House seem to have accepted that the sequestration must go into effect. National security is an essential part of our job, and with growing threats both domestic and abroad, Members of this House must come together to end the sequester cuts that reduce the capabilities of our armed services. We--the Members of Congress, the President, and General Dempsey--all swore the same oath to defend the Constitution of the United States against all enemies, foreign and domestic. We as Members of Congress have a duty to provide a military to protect the American people. These challenges hit close to home for me. As a Georgia Republican on the Armed Services Committee, I am going to continue to fight on behalf of the men and women at Robins and Moody Air Force Bases and the warfighters of this country who protect us. ____________________","[Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] REVERSE SEQUESTRATION CUTS (Mr. AUSTIN SCOTT of Georgia asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. AUSTIN SCOTT of Georgia. Mr. Speaker, I rise today to call on my colleagues to join me in stopping the sequester's impact on our military. I want Members to hear what General Martin Dempsey, the Chairman of the Joint Chiefs, had to say. He directly advises the President and Congress, and these are his words: The combination of the Budget Control Act and the sequestration mechanism will make it impossible for us to meet our global responsibilities. Again from the Chairman of the Joint Chiefs: The readiness hole is still the readiness hole. The global security environment is more dangerous and sequestration is still on the books as the law. It's absolutely crazy for this country. Since the President promised the sequestration would not happen but then he said he would veto changes to it, some Members of this House seem to have accepted that the sequestration must go into effect. National security is an essential part of our job, and with growing threats both domestic and abroad, Members of this House must come together to end the sequester cuts that reduce the capabilities of our armed services. We--the Members of Congress, the President, and General Dempsey--all swore the same oath to defend the Constitution of the United States against all enemies, foreign and domestic. We as Members of Congress have a duty to provide a military to protect the American people. These challenges hit close to home for me. As a Georgia Republican on the Armed Services Committee, I am going to continue to fight on behalf of the men and women at Robins and Moody Air Force Bases and the warfighters of this country who protect us. ____________________","Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [House] [Page H644] From the Congressional Record Online through the Government Publishing Office [ www.gpo.gov ] REVERSE SEQUESTRATION CUTS (Mr. AUSTIN SCOTT of Georgia asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. AUSTIN SCOTT of Georgia. Mr. Speaker, I rise today to call on my colleagues to join me in stopping the sequester's impact on our military. I want Members to hear what General Martin Dempsey, the Chairman of the Joint Chiefs, had to say. He directly advises the President and Congress, and these are his words: The combination of the Budget Control Act and the sequestration mechanism will make it impossible for us to meet our global responsibilities. Again from the Chairman of the Joint Chiefs: The readiness hole is still the readiness hole. The global security environment is more dangerous and sequestration is still on the books as the law. It's absolutely crazy for this country. Since the President promised the sequestration would not happen but then he said he would veto changes to it, some Members of this House seem to have accepted that the sequestration must go into effect. National security is an essential part of our job, and with growing threats both domestic and abroad, Members of this House must come together to end the sequester cuts that reduce the capabilities of our armed services. We--the Members of Congress, the President, and General Dempsey--all swore the same oath to defend the Constitution of the United States against all enemies, foreign and domestic. We as Members of Congress have a duty to provide a military to protect the American people. These challenges hit close to home for me. As a Georgia Republican on the Armed Services Committee, I am going to continue to fight on behalf of the men and women at Robins and Moody Air Force Bases and the warfighters of this country who protect us. ____________________",package_114_121.csv,2007,2007,2079,"[congressional record volume 161, number 14 (wednesday, january 28, 2015)] [house] [page h644] from the congressional record online through the government publishing office [ www.gpo.gov ] reverse sequestration cuts (mr. austin scott of georgia asked and was given permission to address the house for 1 minute and to revise and extend his remarks.) mr. austin scott of georgia. mr. speaker, i rise today to call on my colleagues to join me in stopping the sequester's impact on our military. i want members to hear what general martin dempsey, the chairman of the joint chiefs, had to say. he directly advises the president and congress, and these are his words: the combination of the budget control act and the sequestration mechanism will make it impossible for us to meet our global responsibilities. again from the chairman of the joint chiefs: the readiness hole is still the readiness hole. the global security environment is more dangerous and sequestration is still on the books as the law. it's absolutely crazy for this country. since the president promised the sequestration would not happen but then he said he would veto changes to it, some members of this house seem to have accepted that the sequestration must go into effect. national security is an essential part of our job, and with growing threats both domestic and abroad, members of this house must come together to end the sequester cuts that reduce the capabilities of our armed services. we--the members of congress, the president, and general dempsey--all swore the same oath to defend the constitution of the united states against all enemies, foreign and domestic. we as members of congress have a duty to provide a military to protect the american people. these challenges hit close to home for me. as a georgia republican on the armed services committee, i am going to continue to fight on behalf of the men and women at robins and moody air force bases and the warfighters of this country who protect us. ____________________",2007
