granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-11-14-pt1-PgH6111-3,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6111,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6111-5,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6111-7,CREC-2016-11-14,,8004,1653,SPEAKING,H,114,M001143,"McCollum, Betty",MN,D,"McCollum, Betty",Ms. McCOLLUM,Betty McCollum,
CREC-2016-11-14-pt1-PgH6111-2,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH-FrontMatter-2,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6111-6,CREC-2016-11-14,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-11-14-pt1-PgH6111-4,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6112,CREC-2016-11-14,,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-11-14-pt1-PgH6112-4,CREC-2016-11-14,,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-11-14-pt1-PgH6112-2,CREC-2016-11-14,,8048,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2016-11-14-pt1-PgH6112-5,CREC-2016-11-14,,8012,2032,SPEAKING,H,114,H001053,"Hartzler, Vicky",MO,R,"Hartzler, Vicky",Mrs. HARTZLER,Vicky Hartzler,
CREC-2016-11-14-pt1-PgH6112-3,CREC-2016-11-14,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-11-14-pt1-PgH6112-6,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6113-2,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6113,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6113-4,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6113-3,CREC-2016-11-14,,,,,,,,,,,,,,
CREC-2016-11-14-pt1-PgH6126,CREC-2016-11-14,,8182,1751,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Mr. Michael Burgess
