granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-12-11-pt1-PgH9274,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-2,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-6,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9273-2,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9273,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-3,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-4,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-5,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9274-7,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9275,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9275-4,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9275-3,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9275-2,CREC-2015-12-11,,,,,,
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,142,114,S
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,209,114,S
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,993,114,S
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,2308,114,S
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,2393,114,S
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,BILLS,Congressional Bills,2693,114,HR
CREC-2015-12-11-pt1-PgH9286-2,CREC-2015-12-11,,BILLS,Congressional Bills,644,114,HR
CREC-2015-12-11-pt1-PgH9286-2,CREC-2015-12-11,,BILLS,Congressional Bills,644,114,HR
