granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2015-12-11-pt1-PgH9274,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-2,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-6,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9273-2,CREC-2015-12-11,,jspr00,J,Joint Committee on Printing,J
CREC-2015-12-11-pt1-PgH9273,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-3,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-4,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-5,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9274-7,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9275,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9275-4,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9275-3,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9275-2,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9286,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9286-2,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9275-5,CREC-2015-12-11,,hsru00,H,Committee on Rules,S
CREC-2015-12-11-pt1-PgH9275-5,CREC-2015-12-11,,hsap00,H,Committee on Appropriations,S
CREC-2015-12-11-pt1-PgH9275-5,CREC-2015-12-11,,hsju00,H,Committee on the Judiciary,S
CREC-2015-12-11-pt1-PgH9296,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9297,CREC-2015-12-11,,,,,
CREC-2015-12-11-pt1-PgH9295,CREC-2015-12-11,,hsap00,H,Committee on Appropriations,S
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,,hswm00,H,Committee on Ways and Means,S
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,,,,,
