granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-02-25-pt1-PgH1121,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119-2,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1120-2,CREC-2015-02-25,,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-02-25-pt1-PgH-FrontMatter-3,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119-4,CREC-2015-02-25,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-25-pt1-PgH1120,CREC-2015-02-25,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-02-25-pt1-PgH1119-3,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-3,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-2,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-4,CREC-2015-02-25,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-02-25-pt1-PgH1121-7,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-6,CREC-2015-02-25,,8033,1792,SPEAKING,H,114,M001156,"McHenry, Patrick T.",NC,R,"McHenry, Patrick T.",Mr. McHENRY,Patrick T. McHenry,Mr. Patrick Mchenry
CREC-2015-02-25-pt1-PgH1121-8,CREC-2015-02-25,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-02-25-pt1-PgH1121-5,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-9,CREC-2015-02-25,,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,"Kuster, Ann M.",Ms. KUSTER,Ann M. Kuster,Ms. Ann Kuster
CREC-2015-02-25-pt1-PgH1122,CREC-2015-02-25,,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-02-25-pt1-PgH1122-2,CREC-2015-02-25,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-02-25-pt1-PgH1122-3,CREC-2015-02-25,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-02-25-pt1-PgH1123-2,CREC-2015-02-25,,7905,2009,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,"Scott, Austin",Mr. AUSTIN SCOTT of Georgia,Austin Scott,
CREC-2015-02-25-pt1-PgH1123,CREC-2015-02-25,,7493,1940,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",Ms. TITUS,Dina Titus,
CREC-2015-02-25-pt1-PgH1122-4,CREC-2015-02-25,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-02-25-pt1-PgH1123-3,CREC-2015-02-25,,,2114,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,"Esty, Elizabeth H.",Ms. ESTY,Elizabeth H. Esty,Ms. Elizabeth Esty
CREC-2015-02-25-pt1-PgH1122-5,CREC-2015-02-25,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-02-25-pt1-PgH1123-4,CREC-2015-02-25,,8766,1806,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,"Marchant, Kenny",Mr. MARCHANT,Kenny Marchant,
CREC-2015-02-25-pt1-PgH1123-5,CREC-2015-02-25,,7828,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-02-25-pt1-PgH1123-6,CREC-2015-02-25,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2015-02-25-pt1-PgH1123-7,CREC-2015-02-25,,7872,1999,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,"Carney, John C., Jr.",Mr. CARNEY,"John C. Carney, Jr.",John Carney Jr.
CREC-2015-02-25-pt1-PgH1124-4,CREC-2015-02-25,,7840,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-02-25-pt1-PgH1124,CREC-2015-02-25,,7809,1908,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2015-02-25-pt1-PgH1124-2,CREC-2015-02-25,,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2015-02-25-pt1-PgH1124-3,CREC-2015-02-25,,7942,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,"Stutzman, Marlin A.",Mr. STUTZMAN,Marlin A. Stutzman,Mr. Marlin Stutzman
CREC-2015-02-25-pt1-PgH1124-5,CREC-2015-02-25,,7986,2027,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
CREC-2015-02-25-pt1-PgH1125,CREC-2015-02-25,,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2015-02-25-pt1-PgH1125-2,CREC-2015-02-25,,8154,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-02-25-pt1-PgH1125-3,CREC-2015-02-25,,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-02-25-pt1-PgH1125-4,CREC-2015-02-25,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-02-25-pt1-PgH1125-5,CREC-2015-02-25,,7895,511,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2015-02-25-pt1-PgH1126-2,CREC-2015-02-25,,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2015-02-25-pt1-PgH1126,CREC-2015-02-25,,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Mr. Frank Guinta
CREC-2015-02-25-pt1-PgH1135,CREC-2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,7895,511,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,8079,709,SPEAKING,H,114,L000480,"Lowey, Nita M.",NY,D,"Lowey, Nita M.",Mrs. LOWEY,Nita M. Lowey,Nita Lowey
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,8149,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John Duncan Jr.
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,"Beatty, Joyce",Mrs. BEATTY,Joyce Beatty,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,7813,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,,2227,SPEAKING,H,114,D000623,"DeSaulnier, Mark",CA,D,"DeSaulnier, Mark",Mr. DeSAULNIER,Mark DeSaulnier,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,7839,997,SPEAKING,H,114,R000486,"Roybal-Allard, Lucille",CA,D,"Roybal-Allard, Lucille",Ms. ROYBAL-ALLARD,Lucille Roybal-Allard,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-02-25-pt1-PgH1126-3,CREC-2015-02-25,,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2015-02-25-pt1-PgH1135-2,CREC-2015-02-25,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
