granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-07-pt1-PgH105,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH105-2,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH-FrontMatter-3,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH105-4,CREC-2016-01-07,2016-01-07,,7790,1987,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-01-07-pt1-PgH105-3,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH106,CREC-2016-01-07,2016-01-07,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-01-07-pt1-PgH106-2,CREC-2016-01-07,2016-01-07,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-01-07-pt1-PgH106-3,CREC-2016-01-07,2016-01-07,,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2016-01-07-pt1-PgH107,CREC-2016-01-07,2016-01-07,,,2243,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2016-01-07-pt1-PgH107-2,CREC-2016-01-07,2016-01-07,,8024,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2016-01-07-pt1-PgH108,CREC-2016-01-07,2016-01-07,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-01-07-pt1-PgH108-2,CREC-2016-01-07,2016-01-07,,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-01-07-pt1-PgH110,CREC-2016-01-07,2016-01-07,,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2016-01-07-pt1-PgH109,CREC-2016-01-07,2016-01-07,,7926,1848,SPEAKING,H,114,R000580,"Roskam, Peter J.",IL,R,"Roskam, Peter J.",Mr. ROSKAM,Peter J. Roskam,Mr. Peter Roskam
CREC-2016-01-07-pt1-PgH110-2,CREC-2016-01-07,2016-01-07,,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-01-07-pt1-PgH110-3,CREC-2016-01-07,2016-01-07,,7825,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2016-01-07-pt1-PgH111,CREC-2016-01-07,2016-01-07,,8022,2035,SPEAKING,H,114,P000601,"Palazzo, Steven M.",MS,R,"Palazzo, Steven M.",Mr. PALAZZO,Steven M. Palazzo,Mr. Steven Palazzo
CREC-2016-01-07-pt1-PgH111-2,CREC-2016-01-07,2016-01-07,,7861,1997,SPEAKING,H,114,T000470,"Tipton, Scott R.",CO,R,"Tipton, Scott R.",Mr. TIPTON,Scott R. Tipton,Mr. Scott Tipton
CREC-2016-01-07-pt1-PgH112-2,CREC-2016-01-07,2016-01-07,,7900,1779,SPEAKING,H,114,W000796,"Westmoreland, Lynn A.",GA,R,"Westmoreland, Lynn A.",Mr. WESTMORELAND,Lynn A. Westmoreland,Mr. Lynn Westmoreland
CREC-2016-01-07-pt1-PgH113,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH112,CREC-2016-01-07,2016-01-07,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2016-01-07-pt1-PgH113-2,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH113-4,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
CREC-2016-01-07-pt1-PgH113-3,CREC-2016-01-07,2016-01-07,,,,,,,,,,,,,,
