granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-15-pt1-PgH1739,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1739-2,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH-FrontMatter-4,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1739-3,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1739-5,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1739-4,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1739-6,CREC-2016-04-15,2016-04-15,,2264,SPEAKING,H,114,K000386,"Katko, John",NY,R,,"Katko, John",Mr. KATKO,John Katko,
CREC-2016-04-15-pt1-PgH1739-7,CREC-2016-04-15,2016-04-15,,2111,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Mr. Alan Lowenthal
CREC-2016-04-15-pt1-PgH1740,CREC-2016-04-15,2016-04-15,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,,"Hardy, Cresent",Mr. HARDY,Cresent Hardy,
CREC-2016-04-15-pt1-PgH1740-2,CREC-2016-04-15,2016-04-15,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-04-15-pt1-PgH1740-3,CREC-2016-04-15,2016-04-15,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-04-15-pt1-PgH1740-4,CREC-2016-04-15,2016-04-15,,2169,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2016-04-15-pt1-PgH1740-5,CREC-2016-04-15,2016-04-15,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-04-15-pt1-PgH1740-6,CREC-2016-04-15,2016-04-15,,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,8177,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-04-15-pt1-PgH1754,CREC-2016-04-15,2016-04-15,,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,7980,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-04-15-pt1-PgH1754,CREC-2016-04-15,2016-04-15,,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,7827,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-04-15-pt1-PgH1755,CREC-2016-04-15,2016-04-15,,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,8200,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1596,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,8115,"Walden, Greg",Mr. WALDEN,Greg Walden,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,355,SPEAKING,H,114,E000215,"Eshoo, Anna G.",CA,D,7819,"Eshoo, Anna G.",Ms. ESHOO,Anna G. Eshoo,Anna Eshoo
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,8154,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,8048,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2014,SPEAKING,H,114,K000378,"Kinzinger, Adam",IL,R,7931,"Kinzinger, Adam",Mr. KINZINGER of Illinois,Adam Kinzinger,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1853,SPEAKING,H,114,Y000062,"Yarmuth, John A.",KY,D,7955,"Yarmuth, John A.",Mr. YARMUTH,John A. Yarmuth,Mr. John Yarmuth
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1936,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,8049,"Lance, Leonard",Mr. LANCE,Leonard Lance,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1879,SPEAKING,H,114,W000800,"Welch, Peter",VT,D,8204,"Welch, Peter",Mr. WELCH,Peter Welch,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1527,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,7939,"Shimkus, John",Mr. SHIMKUS,John Shimkus,John M. Shimkus
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2144,SPEAKING,H,114,C001096,"Cramer, Kevin",ND,R,,"Cramer, Kevin",Mr. CRAMER,Kevin Cramer,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,7827,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2033,SPEAKING,H,114,L000576,"Long, Billy",MO,R,8015,"Long, Billy",Mr. LONG,Billy Long,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1892,SPEAKING,H,114,S001176,"Scalise, Steve",LA,R,7959,"Scalise, Steve",Mr. SCALISE,Steve Scalise,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,7881,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Mr. Gus Bilirakis
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1864,SPEAKING,H,114,C001067,"Clarke, Yvette D.",NY,D,8072,"Clarke, Yvette D.",Ms. CLARKE of New York,Yvette D. Clarke,Ms. Yvette Clarke
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1832,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,7816,"McNerney, Jerry",Mr. McNERNEY,Jerry McNerney,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1525,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,8188,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2044,SPEAKING,H,114,H001051,"Hanna, Richard L.",NY,R,8085,"Hanna, Richard L.",Mr. HANNA,Richard L. Hanna,Mr. Richard Hanna
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,8153,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2016-04-15-pt1-PgH1741,CREC-2016-04-15,2016-04-15,,1590,SPEAKING,H,114,S001148,"Simpson, Michael K.",ID,R,7920,"Simpson, Michael K.",Mr. SIMPSON,Michael K. Simpson,Michael Simpson
CREC-2016-04-15-pt1-PgH1755-2,CREC-2016-04-15,2016-04-15,,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,8200,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2016-04-15-pt1-PgH1755-3,CREC-2016-04-15,2016-04-15,,2113,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Mr. Scott Peters
CREC-2016-04-15-pt1-PgH1756,CREC-2016-04-15,2016-04-15,,2027,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,7986,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
CREC-2016-04-15-pt1-PgH1756-2,CREC-2016-04-15,2016-04-15,,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,7852,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-04-15-pt1-PgH1756-3,CREC-2016-04-15,2016-04-15,,2295,SPEAKING,H,114,L000585,"LaHood, Darin",IL,R,,"LaHood, Darin",Mr. LaHOOD,Darin LaHood,
CREC-2016-04-15-pt1-PgH1756-4,CREC-2016-04-15,2016-04-15,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,,"Frankel, Lois",Ms. FRANKEL of Florida,Lois Frankel,
CREC-2016-04-15-pt1-PgH1756-5,CREC-2016-04-15,2016-04-15,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",Mr. FARR,Sam Farr,
CREC-2016-04-15-pt1-PgH1756-6,CREC-2016-04-15,2016-04-15,,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,7814,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2016-04-15-pt1-PgH1757,CREC-2016-04-15,2016-04-15,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-04-15-pt1-PgH1757-2,CREC-2016-04-15,2016-04-15,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2016-04-15-pt1-PgH1758,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1763,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1758-2,CREC-2016-04-15,2016-04-15,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2016-04-15-pt1-PgH1758-2,CREC-2016-04-15,2016-04-15,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",Mr. SANFORD,Mark Sanford,
CREC-2016-04-15-pt1-PgH1763-2,CREC-2016-04-15,2016-04-15,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2016-04-15-pt1-PgH1763-3,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1764,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1764-2,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-2,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-3,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-5,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-6,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-4,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-7,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-9,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-8,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-10,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-11,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-12,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-13,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-14,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-16,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-15,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-17,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-18,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-19,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1766,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1765-20,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1766-2,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgH1766-3,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgE479-3,CREC-2016-04-15,2016-04-15,,2003,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,7884,"Ross, Dennis A.",Mr. ROSS,Dennis A. Ross,Dennis Ross
CREC-2016-04-15-pt1-PgE479-2,CREC-2016-04-15,2016-04-15,,1717,SPEAKING,H,114,D000600,"Diaz-Balart, Mario",FL,R,7893,"Diaz-Balart, Mario",Mr. DIAZ-BALART,Mario Diaz-Balart,
CREC-2016-04-15-pt1-PgH1766-4,CREC-2016-04-15,2016-04-15,,,,,,,,,,,,,,
CREC-2016-04-15-pt1-PgE479-4,CREC-2016-04-15,2016-04-15,,1003,SPEAKING,H,114,R000515,"Rush, Bobby L.",IL,D,7921,"Rush, Bobby L.",Mr. RUSH,Bobby L. Rush,Bobby Rush
CREC-2016-04-15-pt1-PgE479-5,CREC-2016-04-15,2016-04-15,,355,SPEAKING,H,114,E000215,"Eshoo, Anna G.",CA,D,7819,"Eshoo, Anna G.",Ms. ESHOO,Anna G. Eshoo,Anna Eshoo
CREC-2016-04-15-pt1-PgE480,CREC-2016-04-15,2016-04-15,,1751,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,8182,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Mr. Michael Burgess
CREC-2016-04-15-pt1-PgE480-3,CREC-2016-04-15,2016-04-15,,1834,SPEAKING,H,114,L000564,"Lamborn, Doug",CO,R,7863,"Lamborn, Doug",Mr. LAMBORN,Doug Lamborn,
CREC-2016-04-15-pt1-PgE480-4,CREC-2016-04-15,2016-04-15,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2016-04-15-pt1-PgE480-2,CREC-2016-04-15,2016-04-15,,1779,SPEAKING,H,114,W000796,"Westmoreland, Lynn A.",GA,R,7900,"Westmoreland, Lynn A.",Mr. WESTMORELAND,Lynn A. Westmoreland,Mr. Lynn Westmoreland
CREC-2016-04-15-pt1-PgE481-2,CREC-2016-04-15,2016-04-15,,2159,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,,"Cartwright, Matt",Mr. CARTWRIGHT,Matt Cartwright,
CREC-2016-04-15-pt1-PgE481-3,CREC-2016-04-15,2016-04-15,,1890,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,7817,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-04-15-pt1-PgE481,CREC-2016-04-15,2016-04-15,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2016-04-15-pt1-PgE482-2,CREC-2016-04-15,2016-04-15,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2016-04-15-pt1-PgE481-4,CREC-2016-04-15,2016-04-15,,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,8178,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-04-15-pt1-PgE482,CREC-2016-04-15,2016-04-15,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2016-04-15-pt1-PgE482-3,CREC-2016-04-15,2016-04-15,,2106,SPEAKING,H,114,B001285,"Brownley, Julia",CA,D,,"Brownley, Julia",Ms. BROWNLEY of California,Julia Brownley,
CREC-2016-04-15-pt1-PgE482-4,CREC-2016-04-15,2016-04-15,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2016-04-15-pt1-PgE483,CREC-2016-04-15,2016-04-15,,1835,SPEAKING,H,114,P000593,"Perlmutter, Ed",CO,D,7865,"Perlmutter, Ed",Mr. PERLMUTTER,Ed Perlmutter,
CREC-2016-04-15-pt1-PgE483-2,CREC-2016-04-15,2016-04-15,,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,8178,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-04-15-pt1-PgE484,CREC-2016-04-15,2016-04-15,,1890,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,7817,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-04-15-pt1-PgE483-3,CREC-2016-04-15,2016-04-15,,800,SPEAKING,H,114,M000689,"Mica, John L.",FL,R,7879,"Mica, John L.",Mr. MICA,John L. Mica,John Mica
