granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-02-10-pt1-PgH-FrontMatter-4,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH869-2,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH869,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH869-3,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH869-4,CREC-2015-02-10,2015-02-10,,7839,997,SPEAKING,H,114,R000486,"Roybal-Allard, Lucille",CA,D,"Roybal-Allard, Lucille",Ms. ROYBAL-ALLARD,Lucille Roybal-Allard,
CREC-2015-02-10-pt1-PgH869-5,CREC-2015-02-10,2015-02-10,,8026,612,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Mr. JONES,Walter B. Jones Jr.,Walter Jones Jr.
CREC-2015-02-10-pt1-PgH870,CREC-2015-02-10,2015-02-10,,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-02-10-pt1-PgH870-2,CREC-2015-02-10,2015-02-10,,,2244,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,"Abraham, Ralph Lee",Mr. ABRAHAM,Ralph Lee Abraham,Mr. Ralph Abraham
CREC-2015-02-10-pt1-PgH871,CREC-2015-02-10,2015-02-10,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-02-10-pt1-PgH871-3,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH871-2,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH871-4,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH871-5,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH871-6,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH871-7,CREC-2015-02-10,2015-02-10,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-02-10-pt1-PgH871-8,CREC-2015-02-10,2015-02-10,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-02-10-pt1-PgH872,CREC-2015-02-10,2015-02-10,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-02-10-pt1-PgH872-2,CREC-2015-02-10,2015-02-10,,,2172,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,"Kennedy, Joseph P., III",Mr. KENNEDY,Joseph P. Kennedy III,Joseph Kennedy III
CREC-2015-02-10-pt1-PgH872-3,CREC-2015-02-10,2015-02-10,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-02-10-pt1-PgH872-4,CREC-2015-02-10,2015-02-10,,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2015-02-10-pt1-PgH872-5,CREC-2015-02-10,2015-02-10,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-02-10-pt1-PgH872-6,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH873,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH873-2,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH873-3,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH873-4,CREC-2015-02-10,2015-02-10,,,,,,,,,,,,,,
CREC-2015-02-10-pt1-PgH892,CREC-2015-02-10,2015-02-10,,,2264,SPEAKING,H,114,K000386,"Katko, John",NY,R,"Katko, John",Mr. KATKO,John Katko,
CREC-2015-02-10-pt1-PgH892,CREC-2015-02-10,2015-02-10,,,2262,SPEAKING,H,114,R000602,"Rice, Kathleen M.",NY,D,"Rice, Kathleen M.",Miss RICE of New York,Kathleen M. Rice,Miss Kathleen Rice
CREC-2015-02-10-pt1-PgH892,CREC-2015-02-10,2015-02-10,,8020,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-02-10-pt1-PgH892,CREC-2015-02-10,2015-02-10,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-10-pt1-PgH892,CREC-2015-02-10,2015-02-10,,8166,1804,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,"McCaul, Michael T.",Mr. McCAUL,Michael T. McCaul,Mr. Michael Mccaul
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,8022,2035,SPEAKING,H,114,P000601,"Palazzo, Steven M.",MS,R,"Palazzo, Steven M.",Mr. PALAZZO,Steven M. Palazzo,Mr. Steven Palazzo
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,7979,1894,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,"Edwards, Donna F.",Ms. EDWARDS,Donna F. Edwards,Ms. Donna Edwards
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,7934,2015,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,7851,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-10-pt1-PgH873-5,CREC-2015-02-10,2015-02-10,,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
