granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-03-03-pt1-PgH1119-6,CREC-2016-03-03,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-03-03-pt1-PgH1119-5,CREC-2016-03-03,,,,,,,,,,,,
CREC-2016-03-03-pt1-PgH-FrontMatter-3,CREC-2016-03-03,,,,,,,,,,,,
CREC-2016-03-03-pt1-PgH1119,CREC-2016-03-03,,,,,,,,,,,,
CREC-2016-03-03-pt1-PgH1119-2,CREC-2016-03-03,,,,,,,,,,,,
CREC-2016-03-03-pt1-PgH1119-4,CREC-2016-03-03,,,,,,,,,,,,
CREC-2016-03-03-pt1-PgH1119-7,CREC-2016-03-03,SPEAKING,H,114,W000800,"Welch, Peter",VT,D,,"Welch, Peter",Mr. WELCH,Peter Welch,
CREC-2016-03-03-pt1-PgH1119-3,CREC-2016-03-03,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-03-03-pt1-PgH1120-2,CREC-2016-03-03,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2016-03-03-pt1-PgH1120,CREC-2016-03-03,SPEAKING,H,114,K000386,"Katko, John",NY,R,,"Katko, John",Mr. KATKO,John Katko,
CREC-2016-03-03-pt1-PgH1120-3,CREC-2016-03-03,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-03-03-pt1-PgH1120-5,CREC-2016-03-03,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
