granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-30-pt1-PgH-FrontMatter-2,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6709-2,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6709,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6709-3,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6710,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-09-30-pt1-PgH6710-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-09-30-pt1-PgH6709-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-09-30-pt1-PgH6710-3,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Jody Hice
CREC-2015-09-30-pt1-PgH6711,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2015-09-30-pt1-PgH6711-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2015-09-30-pt1-PgH6712,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2015-09-30-pt1-PgH6713,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2015-09-30-pt1-PgH6712-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,K000378,"Kinzinger, Adam",IL,R,"Kinzinger, Adam",Mr. KINZINGER of Illinois,Adam Kinzinger,
CREC-2015-09-30-pt1-PgH6713-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,"Reed, Tom",Mr. REED,Tom Reed,
CREC-2015-09-30-pt1-PgH6714-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",Mr. DENHAM,Jeff Denham,
CREC-2015-09-30-pt1-PgH6714,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-09-30-pt1-PgH6714-3,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-09-30-pt1-PgH6715-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",Mr. HIMES,James A. Himes,James Himes
CREC-2015-09-30-pt1-PgH6715,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-09-30-pt1-PgH6716,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-4,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-5,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-30-pt1-PgH6716-6,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-7,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,N000184,"Noem, Kristi L.",SD,R,"Noem, Kristi L.",Mrs. NOEM,Kristi L. Noem,Kristi Noem
CREC-2015-09-30-pt1-PgH6716-3,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-2,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-8,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6716-9,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,"Stewart, Chris",Mr. STEWART,Chris Stewart,
CREC-2015-09-30-pt1-PgH6716-10,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2015-09-30-pt1-PgH6717,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-09-30-pt1-PgH6717-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,"Carney, John C., Jr.",Mr. CARNEY,"John C. Carney, Jr.",John Carney
CREC-2015-09-30-pt1-PgH6717-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,"Carney, John C., Jr.",Mr. CARNEY,"John C. Carney, Jr.",John C. Carney
CREC-2015-09-30-pt1-PgH6717-3,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2015-09-30-pt1-PgH6717-5,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-30-pt1-PgH6717-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-09-30-pt1-PgH6717-6,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2015-09-30-pt1-PgH6718,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Frank Guinta
CREC-2015-09-30-pt1-PgH6718-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2015-09-30-pt1-PgH6718-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,"Jeffries, Hakeem S.",Mr. JEFFRIES,Hakeem S. Jeffries,Hakeem Jeffries
CREC-2015-09-30-pt1-PgH6718-5,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2015-09-30-pt1-PgH6718-3,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,Z000018,"Zinke, Ryan K.",MT,R,"Zinke, Ryan K.",Mr. ZINKE,Ryan K. Zinke,Ryan Zinke
CREC-2015-09-30-pt1-PgH6718-6,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,"Deutch, Theodore E.",Mr. DEUTCH,Theodore E. Deutch,Theodore Deutch
CREC-2015-09-30-pt1-PgH6718-7,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,"Farenthold, Blake",Mr. FARENTHOLD,Blake Farenthold,
CREC-2015-09-30-pt1-PgH6719,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Alma Adams
CREC-2015-09-30-pt1-PgH6719-2,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,R000576,"Ruppersberger, C. A. Dutch",MD,D,"Ruppersberger, C. A. Dutch",Mr. RUPPERSBERGER,C. A. Dutch Ruppersberger,C. Ruppersberger
CREC-2015-09-30-pt1-PgH6727,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6719-3,CREC-2015-09-30,2015-09-30,,,,,,,,,,,,
CREC-2015-09-30-pt1-PgH6719-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2015-09-30-pt1-PgH6719-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,B000911,"Brown, Corrine",FL,D,"Brown, Corrine",Ms. BROWN of Florida,Corrine Brown,
CREC-2015-09-30-pt1-PgH6719-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,L000564,"Lamborn, Doug",CO,R,"Lamborn, Doug",Mr. LAMBORN,Doug Lamborn,
CREC-2015-09-30-pt1-PgH6719-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",Ms. TITUS,Dina Titus,
CREC-2015-09-30-pt1-PgH6719-4,CREC-2015-09-30,2015-09-30,,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
