granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-07-07-pt1-PgH4471-2,CREC-2016-07-07,2016-07-07,,,,,,,,,,,,,,
CREC-2016-07-07-pt1-PgH-FrontMatter-3,CREC-2016-07-07,2016-07-07,,,,,,,,,,,,,,
CREC-2016-07-07-pt1-PgH4471,CREC-2016-07-07,2016-07-07,,,,,,,,,,,,,,
CREC-2016-07-07-pt1-PgH4472,CREC-2016-07-07,2016-07-07,,8026,612,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Walter Jones Jr.,Mr. JONES,Walter B. Jones Jr.
CREC-2016-07-07-pt1-PgH4471-3,CREC-2016-07-07,2016-07-07,,,,,,,,,,,,,,
CREC-2016-07-07-pt1-PgH4472-2,CREC-2016-07-07,2016-07-07,,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,"Price, David E.",David Price,Mr. PRICE of North Carolina,David E. Price
CREC-2016-07-07-pt1-PgH4473,CREC-2016-07-07,2016-07-07,,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2016-07-07-pt1-PgH4471-4,CREC-2016-07-07,2016-07-07,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-07-07-pt1-PgH4473-2,CREC-2016-07-07,2016-07-07,,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2016-07-07-pt1-PgH4474,CREC-2016-07-07,2016-07-07,,,2137,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,"Wagner, Ann",,Mrs. WAGNER,Ann Wagner
