granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-06-21-pt1-PgH3977-2,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-7,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH-FrontMatter-3,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-5,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-6,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-3,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-4,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3977-9,CREC-2016-06-21,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-06-21-pt1-PgH3977-8,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3978-3,CREC-2016-06-21,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2016-06-21-pt1-PgH3977-10,CREC-2016-06-21,,SPEAKING,H,114,F000455,"Fudge, Marcia L.",OH,D,"Fudge, Marcia L.",Ms. FUDGE,Marcia L. Fudge,Marcia Fudge
CREC-2016-06-21-pt1-PgH3978,CREC-2016-06-21,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-06-21-pt1-PgH3978-5,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3978-4,CREC-2016-06-21,,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,"Smith, Adrian",Mr. SMITH of Nebraska,Adrian Smith,
CREC-2016-06-21-pt1-PgH3978-2,CREC-2016-06-21,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-06-21-pt1-PgH3978-6,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3983,CREC-2016-06-21,,,,,,,,,,,,
CREC-2016-06-21-pt1-PgH3988,CREC-2016-06-21,,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2016-06-21-pt1-PgH3988,CREC-2016-06-21,,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2016-06-21-pt1-PgH3988,CREC-2016-06-21,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-06-21-pt1-PgH3978-7,CREC-2016-06-21,,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,"Scott, Austin",Mr. AUSTIN SCOTT of Georgia,Austin Scott,
CREC-2016-06-21-pt1-PgH3978-7,CREC-2016-06-21,,SPEAKING,H,114,P000034,"Pallone, Frank",NJ,D,"Pallone, Frank",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
