granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-05-15-pt1-PgH3217-6,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3217-5,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3217-3,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3218-2,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3217,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3218,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3217-4,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3217-2,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3218-3,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3236-3,CREC-2015-05-15,,BILLS,Congressional Bills,1247,114,HR
CREC-2015-05-15-pt1-PgH3236-3,CREC-2015-05-15,,BILLS,Congressional Bills,1247,114,HR
CREC-2015-05-15-pt1-PgH3218-4,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3218-6,CREC-2015-05-15,,BILLS,Congressional Bills,1191,114,HR
CREC-2015-05-15-pt1-PgH3218-6,CREC-2015-05-15,,BILLS,Congressional Bills,1191,114,HR
CREC-2015-05-15-pt1-PgH3218-5,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3236-2,CREC-2015-05-15,,BILLS,Congressional Bills,1735,114,HR
CREC-2015-05-15-pt1-PgH3236-2,CREC-2015-05-15,,BILLS,Congressional Bills,1735,114,HR
CREC-2015-05-15-pt1-PgH3236,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3219,CREC-2015-05-15,,BILLS,Congressional Bills,260,114,HRES
CREC-2015-05-15-pt1-PgH3219,CREC-2015-05-15,,BILLS,Congressional Bills,260,114,HRES
CREC-2015-05-15-pt1-PgH3219,CREC-2015-05-15,,BILLS,Congressional Bills,1735,114,HR
CREC-2015-05-15-pt1-PgH3236-4,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3236-8,CREC-2015-05-15,,,,,,
CREC-2015-05-15-pt1-PgH3236-6,CREC-2015-05-15,,,,,,
