granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-23-pt1-PgH5407,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5407-2,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5407-3,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH-FrontMatter-2,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5407-6,CREC-2015-07-23,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-07-23-pt1-PgH5407-5,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5407-4,CREC-2015-07-23,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-07-23-pt1-PgH5407-7,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5408-2,CREC-2015-07-23,,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,"Esty, Elizabeth H.",Ms. ESTY,Elizabeth H. Esty,Elizabeth Esty
CREC-2015-07-23-pt1-PgH5408,CREC-2015-07-23,,SPEAKING,H,114,T000475,"Trott, David A.",MI,R,"Trott, David A.",Mr. TROTT,David A. Trott,David Trott
CREC-2015-07-23-pt1-PgH5408-3,CREC-2015-07-23,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2015-07-23-pt1-PgH5408-4,CREC-2015-07-23,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-07-23-pt1-PgH5408-6,CREC-2015-07-23,,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Marc Veasey
CREC-2015-07-23-pt1-PgH5408-5,CREC-2015-07-23,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Frank Guinta
CREC-2015-07-23-pt1-PgH5409-2,CREC-2015-07-23,,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,"Cardenas, Tony",Mr. CARDENAS,Tony Cardenas,
CREC-2015-07-23-pt1-PgH5409,CREC-2015-07-23,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-07-23-pt1-PgH5409-3,CREC-2015-07-23,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-07-23-pt1-PgH5409-5,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5409-4,CREC-2015-07-23,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-07-23-pt1-PgH5409-6,CREC-2015-07-23,,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2015-07-23-pt1-PgH5409-6,CREC-2015-07-23,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2015-07-23-pt1-PgH5409-6,CREC-2015-07-23,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2015-07-23-pt1-PgH5409-6,CREC-2015-07-23,,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,"Doggett, Lloyd",Mr. DOGGETT,Lloyd Doggett,
CREC-2015-07-23-pt1-PgH5409-6,CREC-2015-07-23,,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,"Edwards, Donna F.",Ms. EDWARDS,Donna F. Edwards,Donna Edwards
CREC-2015-07-23-pt1-PgH5451,CREC-2015-07-23,,,,,,,,,,,,
CREC-2015-07-23-pt1-PgH5439,CREC-2015-07-23,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert W. Goodlatte
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,H001048,"Hunter, Duncan D.",CA,R,"Hunter, Duncan D.",Mr. HUNTER,Duncan Hunter,Duncan D. Hunter
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,L000397,"Lofgren, Zoe",CA,D,"Lofgren, Zoe",Ms. LOFGREN,Zoe Lofgren,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,K000362,"King, Steve",IA,R,"King, Steve",Mr. KING of Iowa,Steve King,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,P000523,"Price, David E.",NC,D,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,C000059,"Calvert, Ken",CA,R,"Calvert, Ken",Mr. CALVERT,Ken Calvert,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,S000018,"Salmon, Matt",AZ,R,"Salmon, Matt",Mr. SALMON,Matt Salmon,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,O000170,"O'Rourke, Beto",TX,D,"O'Rourke, Beto",Mr. O'ROURKE,Beto O'Rourke,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-07-23-pt1-PgH5440,CREC-2015-07-23,,SPEAKING,H,114,B000287,"Becerra, Xavier",CA,D,"Becerra, Xavier",Mr. BECERRA,Xavier Becerra,
