granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-02-23-pt1-PgS1017,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1017-3,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1017-2,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1017-4,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1017-5,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1022,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1028,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1028-2,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1028-3,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1029,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1030-2,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1030,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1029-2,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1030-3,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1030-5,CREC-2015-02-23,2015-02-23,,ssju00,S,Committee on the Judiciary,S
CREC-2015-02-23-pt1-PgS1030-5,CREC-2015-02-23,2015-02-23,,ssas00,S,Committee on Armed Services,S
CREC-2015-02-23-pt1-PgS1030-4,CREC-2015-02-23,2015-02-23,,,,,
CREC-2015-02-23-pt1-PgS1031-2,CREC-2015-02-23,2015-02-23,,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S
CREC-2015-02-23-pt1-PgS1031-2,CREC-2015-02-23,2015-02-23,,ssju00,S,Committee on the Judiciary,S
CREC-2015-02-23-pt1-PgS1031,CREC-2015-02-23,2015-02-23,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2015-02-23-pt1-PgS1031,CREC-2015-02-23,2015-02-23,,ssfi00,S,Committee on Finance,S
