granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-02-23-pt1-PgS1017,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1017-3,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1017-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1017-4,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1017-5,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1022,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1028,CREC-2015-02-23,2015-02-23,,8314,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Grant Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8282,1828,SPEAKING,S,114,C001070,"Casey, Robert P., Jr.",PA,D,"Casey, Robert P., Jr.",Mr. Bob Casey Jr.,Mr. CASEY,Robert P. Casey Jr.
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8300,1881,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",,Mr. BARRASSO,John Barrasso
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8240,802,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Barbara Ann Mikulski,Ms. MIKULSKI,Barbara A. Mikulski
