granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-02-23-pt1-PgS1017,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1017-3,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1017-2,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1017-4,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1017-5,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1022,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1028,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,240,114,HR
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,240,114,HR
CREC-2015-02-23-pt1-PgS1028-2,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1028-3,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1029,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1030-2,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,636,114,HR
CREC-2015-02-23-pt1-PgS1030-2,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,644,114,HR
CREC-2015-02-23-pt1-PgS1030,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1029-2,CREC-2015-02-23,2015-02-23,,,,,,
CREC-2015-02-23-pt1-PgS1030-3,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,8,114,SJRES
CREC-2015-02-23-pt1-PgS1030-5,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,165,114,S
CREC-2015-02-23-pt1-PgS1030-5,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,337,114,S
CREC-2015-02-23-pt1-PgS1030-4,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,534,114,S
CREC-2015-02-23-pt1-PgS1030-4,CREC-2015-02-23,2015-02-23,,BILLS,Congressional Bills,535,114,S
