granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-31-pt1-PgH-FrontMatter-3,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-2,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-3,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-4,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-5,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-6,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-8,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3457-7,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3458,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3458-2,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgH3458-3,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgS-FrontMatter-4,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgS3387,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgS3387-2,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgS3387-3,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgE817-2,CREC-2016-05-31,2016-05-31,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,,"Lieu, Ted",Mr. TED LIEU of California,Ted Lieu,
CREC-2016-05-31-pt1-PgE817-4,CREC-2016-05-31,2016-05-31,,1757,SPEAKING,H,114,S001156,"Sanchez, Linda T.",CA,D,7844,"Sanchez, Linda T.",Ms. LINDA T. SANCHEZ of California,Linda T. Sanchez,Linda Sanchez
CREC-2016-05-31-pt1-PgE817-5,CREC-2016-05-31,2016-05-31,,1853,SPEAKING,H,114,Y000062,"Yarmuth, John A.",KY,D,7955,"Yarmuth, John A.",Mr. YARMUTH,John A. Yarmuth,Mr. John Yarmuth
CREC-2016-05-31-pt1-PgE817-3,CREC-2016-05-31,2016-05-31,,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,8069,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2016-05-31-pt1-PgE818,CREC-2016-05-31,2016-05-31,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-05-31-pt1-PgE818-2,CREC-2016-05-31,2016-05-31,,2043,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,8081,"Gibson, Christopher P.",Mr. GIBSON,Christopher P. Gibson,Mr. Christopher Gibson
CREC-2016-05-31-pt1-PgD603,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgD603-2,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgD603-4,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgD603-3,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgD603-5,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
CREC-2016-05-31-pt1-PgD603-6,CREC-2016-05-31,2016-05-31,,,,,,,,,,,,,,
