granuleId,packageId,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-10-01-pt1-PgH6751-5,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6751-3,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6751-6,CREC-2015-10-01,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-10-01-pt1-PgH6751-4,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6751-2,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH-FrontMatter-2,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6751-7,CREC-2015-10-01,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-10-01-pt1-PgH6751,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6751-8,CREC-2015-10-01,,2155,SPEAKING,H,114,B001283,"Bridenstine, Jim",OK,R,,"Bridenstine, Jim",Mr. BRIDENSTINE,Jim Bridenstine,
CREC-2015-10-01-pt1-PgH6752-3,CREC-2015-10-01,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,,"Newhouse, Dan",Mr. NEWHOUSE,Dan Newhouse,
CREC-2015-10-01-pt1-PgH6752,CREC-2015-10-01,,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,8005,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-10-01-pt1-PgH6752-4,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6752-2,CREC-2015-10-01,,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,7930,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2015-10-01-pt1-PgH6761,CREC-2015-10-01,,,,,,,,,,,,,,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,7860,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,2170,SPEAKING,H,114,H001064,"Heck, Denny",WA,D,,"Heck, Denny",Mr. HECK of Washington,Denny Heck,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,8164,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2015-10-01-pt1-PgH6752-5,CREC-2015-10-01,,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,7999,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers Jr.
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,7845,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,8005,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,8046,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,8125,"Meehan, Patrick",Mr. MEEHAN,Patrick Meehan,
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,8116,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,8053,"Frelinghuysen, Rodney P.",Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen,Rodney Frelinghuysen
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,2269,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,,"Hurd, Will",Mr. HURD of Texas,Will Hurd,
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,2152,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. WENSTRUP,Brad R. Wenstrup,Mr. Brad Wenstrup
CREC-2015-10-01-pt1-PgH6761-2,CREC-2015-10-01,,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,8126,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
