granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-10-16-pt1-PgH6979-2,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH-FrontMatter,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979-3,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979-4,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979-5,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979-6,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6979-7,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6980,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6980-2,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-2,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-3,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-4,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-5,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-7,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-6,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgH6981-8,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgS-FrontMatter-8,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgS7287,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgS7287-2,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgE1477-2,CREC-2015-10-16,2015-10-16,,8213,1528,SPEAKING,H,114,S000510,"Smith, Adam",WA,D,"Smith, Adam",Mr. SMITH of Washington,Adam Smith,
CREC-2015-10-16-pt1-PgS7287-3,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgE1477-3,CREC-2015-10-16,2015-10-16,,7814,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-10-16-pt1-PgE1477-4,CREC-2015-10-16,2015-10-16,,8055,1818,SPEAKING,H,114,S001165,"Sires, Albio",NJ,D,"Sires, Albio",Mr. SIRES,Albio Sires,
CREC-2015-10-16-pt1-PgE1477-5,CREC-2015-10-16,2015-10-16,,7804,1708,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,"Grijalva, Raul M.",Mr. GRIJALVA,Raul M. Grijalva,Mr. Raul Grijalva
CREC-2015-10-16-pt1-PgE1478,CREC-2015-10-16,2015-10-16,,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-10-16-pt1-PgD1091-3,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgD1091,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgD1091-2,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgD1091-4,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgD1091-5,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
CREC-2015-10-16-pt1-PgD1091-6,CREC-2015-10-16,2015-10-16,,,,,,,,,,,,,,
