granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-24-pt1-PgH2965-2,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2965,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH-FrontMatter-3,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2965-3,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-05-24-pt1-PgH2966,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Mr. JONES,Walter B. Jones,Walter Jones
CREC-2016-05-24-pt1-PgH2965-4,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2016-05-24-pt1-PgH2966-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-24-pt1-PgH2967,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-05-24-pt1-PgH2968,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,"Chu, Judy",Ms. JUDY CHU of California,Judy Chu,
CREC-2016-05-24-pt1-PgH2968-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",Mr. DENHAM,Jeff Denham,
CREC-2016-05-24-pt1-PgH2969,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-05-24-pt1-PgH2969-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,"Wagner, Ann",Mrs. WAGNER,Ann Wagner,
CREC-2016-05-24-pt1-PgH2969-3,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter DeFazio
CREC-2016-05-24-pt1-PgH2970,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2016-05-24-pt1-PgH2971,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
CREC-2016-05-24-pt1-PgH2971-2,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-3,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-4,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-6,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-5,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-7,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2971-8,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-05-24-pt1-PgH2972,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,"Moore, Gwen",Ms. MOORE,Gwen Moore,
CREC-2016-05-24-pt1-PgH2972-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2016-05-24-pt1-PgH2972-3,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,C001061,"Cleaver, Emanuel",MO,D,"Cleaver, Emanuel",Mr. CLEAVER,Emanuel Cleaver,
CREC-2016-05-24-pt1-PgH2972-5,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,"Kuster, Ann M.",Ms. KUSTER,Ann M. Kuster,Ann Kuster
CREC-2016-05-24-pt1-PgH2972-4,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Lee Zeldin
CREC-2016-05-24-pt1-PgH2972-6,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-05-24-pt1-PgH2973,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-05-24-pt1-PgH2973-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Keith Rothfus
CREC-2016-05-24-pt1-PgH2973-3,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",Ms. TITUS,Dina Titus,
CREC-2016-05-24-pt1-PgH2973-4,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-05-24-pt1-PgH2973-5,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2016-05-24-pt1-PgH2973-6,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-05-24-pt1-PgH2974-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-05-24-pt1-PgH2974,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-05-24-pt1-PgH2974-3,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,"Ryan, Tim",Mr. RYAN of Ohio,Tim Ryan,
CREC-2016-05-24-pt1-PgH2974-4,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,"Marchant, Kenny",Mr. MARCHANT,Kenny Marchant,
CREC-2016-05-24-pt1-PgH2974-5,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-05-24-pt1-PgH2974-6,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,"Brooks, Susan W.",Mrs. BROOKS of Indiana,Susan W. Brooks,Susan Brooks
CREC-2016-05-24-pt1-PgH2975,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-05-24-pt1-PgH2981,CREC-2016-05-24,2016-05-24,,,,,,,,,,,,
CREC-2016-05-24-pt1-PgH2975-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2016-05-24-pt1-PgH2975-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-05-24-pt1-PgH2975-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-05-24-pt1-PgH2975-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",Mr. NEWHOUSE,Dan Newhouse,
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise M. Slaughter
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",Ms. TITUS,Dina Titus,
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-05-24-pt1-PgH2981-2,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,M001196,"Moulton, Seth",MA,D,"Moulton, Seth",Mr. MOULTON,Seth Moulton,
CREC-2016-05-24-pt1-PgH2987,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-05-24-pt1-PgH2988,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2016-05-24-pt1-PgH2989,CREC-2016-05-24,2016-05-24,,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,"Shimkus, John",Mr. SHIMKUS,John Shimkus,John M. Shimkus
