granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-12-18-pt1-PgH10693,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10693-2,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10694-3,CREC-2015-12-18,,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,"Kelly, Robin L.",Robin Kelly,Ms. KELLY of Illinois,Robin L. Kelly
CREC-2015-12-18-pt1-PgH-FrontMatter-2,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10693-3,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10694,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10694-2,CREC-2015-12-18,,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,"Murphy, Tim",,Mr. MURPHY of Pennsylvania,Tim Murphy
CREC-2015-12-18-pt1-PgH10693-4,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10694-5,CREC-2015-12-18,,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,"Garamendi, John",,Mr. GARAMENDI,John Garamendi
CREC-2015-12-18-pt1-PgH10694-6,CREC-2015-12-18,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-12-18-pt1-PgH10694-4,CREC-2015-12-18,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-12-18-pt1-PgH10695,CREC-2015-12-18,,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,"Coffman, Mike",,Mr. COFFMAN,Mike Coffman
CREC-2015-12-18-pt1-PgH10694-7,CREC-2015-12-18,,SPEAKING,H,114,F000043,"Fattah, Chaka",PA,D,"Fattah, Chaka",,Mr. FATTAH,Chaka Fattah
CREC-2015-12-18-pt1-PgH10695-2,CREC-2015-12-18,,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Scott Peters,Mr. PETERS,Scott H. Peters
CREC-2015-12-18-pt1-PgH10695-3,CREC-2015-12-18,,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2015-12-18-pt1-PgH10695-4,CREC-2015-12-18,,SPEAKING,H,114,M001185,"Maloney, Sean Patrick",NY,D,"Maloney, Sean Patrick",Sean Maloney,Mr. SEAN PATRICK MALONEY of New York,Sean Patrick Maloney
CREC-2015-12-18-pt1-PgH10696,CREC-2015-12-18,,SPEAKING,H,114,C001063,"Cuellar, Henry",TX,D,"Cuellar, Henry",,Mr. CUELLAR,Henry Cuellar
CREC-2015-12-18-pt1-PgH10696,CREC-2015-12-18,,SPEAKING,H,114,F000458,"Fincher, Stephen Lee",TN,R,"Fincher, Stephen Lee",Stephen Fincher,Mr. FINCHER,Stephen Lee Fincher
CREC-2015-12-18-pt1-PgH10695-6,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10695-5,CREC-2015-12-18,,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,"Pelosi, Nancy",,Ms. PELOSI,Nancy Pelosi
CREC-2015-12-18-pt1-PgH10696-2,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10696-3,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10697-2,CREC-2015-12-18,,,,,,,,,,,,
CREC-2015-12-18-pt1-PgH10697,CREC-2015-12-18,,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2015-12-18-pt1-PgH10697,CREC-2015-12-18,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-12-18-pt1-PgH10697-3,CREC-2015-12-18,,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
