granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-12-14-pt1-PgS8623-2,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8623,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8624,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8624-6,CREC-2015-12-14,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-12-14-pt1-PgS8624-4,CREC-2015-12-14,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-12-14-pt1-PgS8624-3,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8624-2,CREC-2015-12-14,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-12-14-pt1-PgS8624-5,CREC-2015-12-14,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-12-14-pt1-PgS8624-7,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8624-8,CREC-2015-12-14,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-12-14-pt1-PgS8624-8,CREC-2015-12-14,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-12-14-pt1-PgS8625,CREC-2015-12-14,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-12-14-pt1-PgS8626,CREC-2015-12-14,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-12-14-pt1-PgS8626,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8626,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John F. Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8626-3,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8626-3,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John F. Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8624-9,CREC-2015-12-14,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-12-14-pt1-PgS8626-2,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John F. Reed,Mr. REED,Jack Reed
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,F000062,"Feinstein, Dianne",CA,D,"Feinstein, Dianne",,Mrs. FEINSTEIN,Dianne Feinstein
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,C001095,"Cotton, Tom",AR,R,"Cotton, Tom",,Mr. COTTON,Tom Cotton
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-12-14-pt1-PgS8626-4,CREC-2015-12-14,,SPEAKING,S,114,S000770,"Stabenow, Debbie",MI,D,"Stabenow, Debbie",,Ms. STABENOW,Debbie Stabenow
CREC-2015-12-14-pt1-PgS8629,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8629-2,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8629-3,CREC-2015-12-14,,,,,,,,,,,,
CREC-2015-12-14-pt1-PgS8629-6,CREC-2015-12-14,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-12-14-pt1-PgS8629-5,CREC-2015-12-14,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-12-14-pt1-PgS8629-4,CREC-2015-12-14,,SPEAKING,S,114,C000880,"Crapo, Mike",ID,R,"Crapo, Mike",,Mr. CRAPO,Mike Crapo
