granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-03-19-pt1-PgH1773-3,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-2,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-5,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-4,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH-FrontMatter-4,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-6,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-7,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1773-8,CREC-2015-03-19,,BILLS,Congressional Bills,1388,114,HR
CREC-2015-03-19-pt1-PgH1773-8,CREC-2015-03-19,,BILLS,Congressional Bills,1388,114,HR
CREC-2015-03-19-pt1-PgH1774-2,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1774,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1774-3,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1774-4,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1774-5,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1774-6,CREC-2015-03-19,,,,,,
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,8,114,SJRES
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,8,114,SJRES
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,29,114,HJRES
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,132,114,HRES
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,152,114,HRES
CREC-2015-03-19-pt1-PgH1775,CREC-2015-03-19,,BILLS,Congressional Bills,1031,114,HR
