granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-30-pt1-PgS6148-2,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6147,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6147-4,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6147-2,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6147-6,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6147-3,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6148,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6147-5,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6148-3,CREC-2015-07-30,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-07-30-pt1-PgS6149,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,I000024,"Inhofe, James M.",OK,R,"Inhofe, James M.",Mr. INHOFE,James M. Inhofe,Jim Inhofe
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,B000711,"Boxer, Barbara",CA,D,"Boxer, Barbara",Mrs. BOXER,Barbara Boxer,
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,S001184,"Scott, Tim",SC,R,"Scott, Tim",Mr. SCOTT,Tim Scott,
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Mr. TILLIS,Thom Tillis,Thomas Tillis
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Mr. TILLIS,Thom Tillis,Thomas Roland Tillis
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,"Sanders, Bernard",Mr. SANDERS,Bernard Sanders,Bernie Sanders
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2015-07-30-pt1-PgS6161,CREC-2015-07-30,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,"Isakson, Johnny",Mr. ISAKSON,Johnny Isakson,
CREC-2015-07-30-pt1-PgS6165,CREC-2015-07-30,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,"Isakson, Johnny",Mr. ISAKSON,Johnny Isakson,
CREC-2015-07-30-pt1-PgS6165,CREC-2015-07-30,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-07-30-pt1-PgS6165,CREC-2015-07-30,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-07-30-pt1-PgS6165,CREC-2015-07-30,,SPEAKING,S,114,V000127,"Vitter, David",LA,R,"Vitter, David",Mr. VITTER,David Vitter,
CREC-2015-07-30-pt1-PgS6180-2,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Hatch
CREC-2015-07-30-pt1-PgS6180-2,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Hatch
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Ms. MIKULSKI,Barbara A. Mikulski,Barbara Mikulski
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Ms. MIKULSKI,Barbara A. Mikulski,Barbara Ann Mikulski
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,S000148,"Schumer, Charles E.",NY,D,"Schumer, Charles E.",Mr. SCHUMER,Charles E. Schumer,Charles Schumer
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,"Heller, Dean",Mr. HELLER,Dean Heller,
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,B001236,"Boozman, John",AR,R,"Boozman, John",Mr. BOOZMAN,John Boozman,
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,I000024,"Inhofe, James M.",OK,R,"Inhofe, James M.",Mr. INHOFE,James M. Inhofe,Jim Inhofe
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,G000555,"Gillibrand, Kirsten E.",NY,D,"Gillibrand, Kirsten E.",Mrs. GILLIBRAND,Kirsten E. Gillibrand,Kirsten Gillibrand
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-07-30-pt1-PgS6149-2,CREC-2015-07-30,,SPEAKING,S,114,B000711,"Boxer, Barbara",CA,D,"Boxer, Barbara",Mrs. BOXER,Barbara Boxer,
CREC-2015-07-30-pt1-PgS6180,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Hatch
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,S001198,"Sullivan, Dan",AK,R,"Sullivan, Dan",Mr. SULLIVAN,Dan Sullivan,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,C001035,"Collins, Susan M.",ME,R,"Collins, Susan M.",Ms. COLLINS,Susan M. Collins,Susan Collins
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",Mr. WYDEN,Ron Wyden,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,S000770,"Stabenow, Debbie",MI,D,"Stabenow, Debbie",Ms. STABENOW,Debbie Stabenow,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,C001070,"Casey, Robert P., Jr.",PA,D,"Casey, Robert P., Jr.",Mr. CASEY,Robert P. Casey Jr.,Bob Casey
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,"Kaine, Tim",Mr. KAINE,Tim Kaine,Timothy Kaine
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,"Kaine, Tim",Mr. KAINE,Tim Kaine,Timothy M. Kaine
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,"Portman, Rob",Mr. PORTMAN,Rob Portman,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,U000039,"Udall, Tom",NM,D,"Udall, Tom",Mr. UDALL,Tom Udall,
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,H001042,"Hirono, Mazie K.",HI,D,"Hirono, Mazie K.",Ms. HIRONO,Mazie K. Hirono,Mazie Hirono
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,M001169,"Murphy, Christopher",CT,D,"Murphy, Christopher",Mr. MURPHY,Christopher Murphy,Christopher S. Murphy
CREC-2015-07-30-pt1-PgS6166,CREC-2015-07-30,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-30-pt1-PgS6181,CREC-2015-07-30,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-07-30-pt1-PgS6181-3,CREC-2015-07-30,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-07-30-pt1-PgS6182,CREC-2015-07-30,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Ms. MIKULSKI,Barbara A. Mikulski,Barbara Mikulski
CREC-2015-07-30-pt1-PgS6182,CREC-2015-07-30,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,"Mikulski, Barbara A.",Ms. MIKULSKI,Barbara A. Mikulski,Barbara Ann Mikulski
CREC-2015-07-30-pt1-PgS6181-2,CREC-2015-07-30,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-07-30-pt1-PgS6183,CREC-2015-07-30,,SPEAKING,S,114,B001288,"Booker, Cory A.",NJ,D,"Booker, Cory A.",Mr. BOOKER,Cory A. Booker,Cory Booker
CREC-2015-07-30-pt1-PgS6182-2,CREC-2015-07-30,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2015-07-30-pt1-PgS6181-4,CREC-2015-07-30,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",Mr. McCAIN,John McCain,John Sidney McCain
CREC-2015-07-30-pt1-PgS6183-2,CREC-2015-07-30,,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,"Whitehouse, Sheldon",Mr. WHITEHOUSE,Sheldon Whitehouse,
CREC-2015-07-30-pt1-PgS6184,CREC-2015-07-30,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",Mr. WYDEN,Ron Wyden,
CREC-2015-07-30-pt1-PgS6184-2,CREC-2015-07-30,,SPEAKING,S,114,C001047,"Capito, Shelley Moore",WV,R,"Capito, Shelley Moore",Mrs. CAPITO,Shelley Moore Capito,Shelley Capito
CREC-2015-07-30-pt1-PgS6184-3,CREC-2015-07-30,,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,"Heller, Dean",Mr. HELLER,Dean Heller,
CREC-2015-07-30-pt1-PgS6185,CREC-2015-07-30,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,"Isakson, Johnny",Mr. ISAKSON,Johnny Isakson,
CREC-2015-07-30-pt1-PgS6185-2,CREC-2015-07-30,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,"Isakson, Johnny",Mr. ISAKSON,Johnny Isakson,
CREC-2015-07-30-pt1-PgS6185-4,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6185-3,CREC-2015-07-30,,SPEAKING,S,114,M000934,"Moran, Jerry",KS,R,"Moran, Jerry",Mr. MORAN,Jerry Moran,
CREC-2015-07-30-pt1-PgS6185-5,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6185-6,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6186,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6186-2,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6186-3,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6187,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6186-4,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6187-2,CREC-2015-07-30,,,,,,,,,,,,
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,"Kaine, Tim",Mr. KAINE,Tim Kaine,Timothy Kaine
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,"Kaine, Tim",Mr. KAINE,Tim Kaine,Timothy M. Kaine
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",Mr. REED,Jack Reed,John Reed
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",Mr. REED,Jack Reed,John F. Reed
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,C001035,"Collins, Susan M.",ME,R,"Collins, Susan M.",Ms. COLLINS,Susan M. Collins,Susan Collins
CREC-2015-07-30-pt1-PgS6189,CREC-2015-07-30,,SPEAKING,S,114,C001088,"Coons, Christopher A.",DE,D,"Coons, Christopher A.",Mr. COONS,Christopher A. Coons,Christopher Coons
