granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-29-pt1-PgH-FrontMatter-2,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6309,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6309-2,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6309-3,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6310,CREC-2015-09-29,2015-09-29,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-09-29-pt1-PgH6309-4,CREC-2015-09-29,2015-09-29,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-09-29-pt1-PgH6311,CREC-2015-09-29,2015-09-29,,,2277,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Mr. Alexander Mooney
CREC-2015-09-29-pt1-PgH6310-2,CREC-2015-09-29,2015-09-29,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-29-pt1-PgH6310-3,CREC-2015-09-29,2015-09-29,,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-09-29-pt1-PgH6312,CREC-2015-09-29,2015-09-29,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-09-29-pt1-PgH6311-2,CREC-2015-09-29,2015-09-29,,7825,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2015-09-29-pt1-PgH6312-2,CREC-2015-09-29,2015-09-29,,,867,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,"Nolan, Richard M.",Mr. NOLAN,Richard M. Nolan,Richard Nolan
CREC-2015-09-29-pt1-PgH6313,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-2,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-3,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-4,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-6,CREC-2015-09-29,2015-09-29,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2015-09-29-pt1-PgH6313-5,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-7,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6313-9,CREC-2015-09-29,2015-09-29,,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-09-29-pt1-PgH6313-8,CREC-2015-09-29,2015-09-29,,,2199,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",Mr. JOLLY,David W. Jolly,Mr. David Jolly
CREC-2015-09-29-pt1-PgH6314,CREC-2015-09-29,2015-09-29,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-29-pt1-PgH6314-2,CREC-2015-09-29,2015-09-29,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2015-09-29-pt1-PgH6314-4,CREC-2015-09-29,2015-09-29,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-09-29-pt1-PgH6314-3,CREC-2015-09-29,2015-09-29,,,2244,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,"Abraham, Ralph Lee",Mr. ABRAHAM,Ralph Lee Abraham,Mr. Ralph Abraham
CREC-2015-09-29-pt1-PgH6314-5,CREC-2015-09-29,2015-09-29,,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2015-09-29-pt1-PgH6314-6,CREC-2015-09-29,2015-09-29,,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2015-09-29-pt1-PgH6315-2,CREC-2015-09-29,2015-09-29,,8140,1668,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2015-09-29-pt1-PgH6315,CREC-2015-09-29,2015-09-29,,7881,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Mr. Gus Bilirakis
CREC-2015-09-29-pt1-PgH6315-3,CREC-2015-09-29,2015-09-29,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-09-29-pt1-PgH6315-5,CREC-2015-09-29,2015-09-29,,,2201,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Ms. Alma Adams
CREC-2015-09-29-pt1-PgH6315-4,CREC-2015-09-29,2015-09-29,,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2015-09-29-pt1-PgH6316,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6315-6,CREC-2015-09-29,2015-09-29,,7889,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-09-29-pt1-PgH6335,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,7895,511,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,7810,1814,SPEAKING,H,114,M001163,"Matsui, Doris O.",CA,D,"Matsui, Doris O.",Ms. MATSUI,Doris O. Matsui,Ms. Doris Matsui
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,7976,2026,SPEAKING,H,114,H001052,"Harris, Andy",MD,R,"Harris, Andy",Mr. HARRIS,Andy Harris,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,8374,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,"DelBene, Suzan K.",Ms. DelBENE,Suzan K. DelBene,Ms. Suzan Delbene
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,,2170,SPEAKING,H,114,H001064,"Heck, Denny",WA,D,"Heck, Denny",Mr. HECK of Washington,Denny Heck,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,7840,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,8171,1490,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2015-09-29-pt1-PgH6316-2,CREC-2015-09-29,2015-09-29,,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",Mr. McDERMOTT,Jim McDermott,
CREC-2015-09-29-pt1-PgH6335-2,CREC-2015-09-29,2015-09-29,,,,,,,,,,,,,,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8134,1514,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,7859,1479,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,"DeGette, Diana",Ms. DeGETTE,Diana DeGette,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8154,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8048,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8153,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,7828,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8220,2072,SPEAKING,H,114,D000614,"Duffy, Sean P.",WI,R,"Duffy, Sean P.",Mr. DUFFY,Sean P. Duffy,Mr. Sean Duffy
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,7814,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8217,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,"Moore, Gwen",Ms. MOORE,Gwen Moore,
CREC-2015-09-29-pt1-PgH6324,CREC-2015-09-29,2015-09-29,,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
