granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-03-16-pt1-PgH1637-3,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1637-2,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1637-4,CREC-2015-03-16,,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,"Brooks, Susan W.",Susan Brooks,Mrs. BROOKS of Indiana,Susan W. Brooks
CREC-2015-03-16-pt1-PgH1637,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH-FrontMatter-2,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-3,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-2,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-5,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-7,CREC-2015-03-16,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-03-16-pt1-PgH1638-4,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-10,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-9,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-6,CREC-2015-03-16,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-03-16-pt1-PgH1638-8,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1638-11,CREC-2015-03-16,,,,,,,,,,,,
CREC-2015-03-16-pt1-PgH1641,CREC-2015-03-16,,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,"Burgess, Michael C.",Michael Burgess,Mr. BURGESS,Michael C. Burgess
CREC-2015-03-16-pt1-PgH1641,CREC-2015-03-16,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2015-03-16-pt1-PgH1638-12,CREC-2015-03-16,,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,"Pitts, Joseph R.",Joseph Pitts,Mr. PITTS,Joseph R. Pitts
