granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-05-23-pt1-PgS-FrontMatter-5,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313-2,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313-3,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313-4,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313-5,CREC-2015-05-23,2015-05-23,,,,,,,,,,,,,,
CREC-2015-05-23-pt1-PgS3313-6,CREC-2015-05-23,2015-05-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-05-23-pt1-PgS3314-2,CREC-2015-05-23,2015-05-23,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-05-23-pt1-PgS3314-2,CREC-2015-05-23,2015-05-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-05-23-pt1-PgS3313-7,CREC-2015-05-23,2015-05-23,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-05-23-pt1-PgS3313-7,CREC-2015-05-23,2015-05-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-05-23-pt1-PgS3313-7,CREC-2015-05-23,2015-05-23,,8306,116,SPEAKING,S,114,B000711,"Boxer, Barbara",CA,D,"Boxer, Barbara",Mrs. BOXER,Barbara Boxer,
