granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-10-22-pt1-PgH7093-2,CREC-2015-10-22,2015-10-22,,,,,,,,,,,,,,
CREC-2015-10-22-pt1-PgH7093,CREC-2015-10-22,2015-10-22,,,,,,,,,,,,,,
CREC-2015-10-22-pt1-PgH-FrontMatter,CREC-2015-10-22,2015-10-22,,,,,,,,,,,,,,
CREC-2015-10-22-pt1-PgH7093-4,CREC-2015-10-22,2015-10-22,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-10-22-pt1-PgH7093-3,CREC-2015-10-22,2015-10-22,,,,,,,,,,,,,,
CREC-2015-10-22-pt1-PgH7093-5,CREC-2015-10-22,2015-10-22,,,2244,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,"Abraham, Ralph Lee",Mr. ABRAHAM,Ralph Lee Abraham,Mr. Ralph Abraham
CREC-2015-10-22-pt1-PgH7094-2,CREC-2015-10-22,2015-10-22,,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Mr. Keith Rothfus
CREC-2015-10-22-pt1-PgH7094,CREC-2015-10-22,2015-10-22,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2015-10-22-pt1-PgH7095,CREC-2015-10-22,2015-10-22,,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2015-10-22-pt1-PgH7095-2,CREC-2015-10-22,2015-10-22,,8154,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-10-22-pt1-PgH7096,CREC-2015-10-22,2015-10-22,,7892,1777,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2015-10-22-pt1-PgH7096-2,CREC-2015-10-22,2015-10-22,,8187,1752,SPEAKING,H,114,C001051,"Carter, John R.",TX,R,"Carter, John R.",Mr. CARTER of Texas,John R. Carter,Mr. John Carter
CREC-2015-10-22-pt1-PgH7097,CREC-2015-10-22,2015-10-22,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-10-22-pt1-PgH7097-2,CREC-2015-10-22,2015-10-22,,,,,,,,,,,,,,
