granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-01-20-pt1-PgH414,CREC-2015-01-20,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-20-pt1-PgH414-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH413-4,CREC-2015-01-20,SPEAKING,H,114,B001287,"Bera, Ami",CA,D,,"Bera, Ami",Mr. BERA,Ami Bera,
CREC-2015-01-20-pt1-PgH413-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH-FrontMatter,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH413-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH413,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH413-5,CREC-2015-01-20,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,,"Pierluisi, Pedro R.",Mr. PIERLUISI,Pedro R. Pierluisi,Pedro Pierluisi
CREC-2015-01-20-pt1-PgH414-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH414-4,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH415,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH415-6,CREC-2015-01-20,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2015-01-20-pt1-PgH415-3,CREC-2015-01-20,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-01-20-pt1-PgH415-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH415-5,CREC-2015-01-20,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,,"Chaffetz, Jason",Mr. CHAFFETZ,Jason Chaffetz,
CREC-2015-01-20-pt1-PgH415-4,CREC-2015-01-20,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2015-01-20-pt1-PgH416,CREC-2015-01-20,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-20-pt1-PgH416-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH418,CREC-2015-01-20,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2015-01-20-pt1-PgH415-7,CREC-2015-01-20,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-01-20-pt1-PgH416-3,CREC-2015-01-20,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2015-01-20-pt1-PgH416-3,CREC-2015-01-20,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2015-01-20-pt1-PgH416-3,CREC-2015-01-20,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-01-20-pt1-PgH416-3,CREC-2015-01-20,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-20-pt1-PgH418-2,CREC-2015-01-20,SPEAKING,H,114,E000291,"Ellmers, Renee L.",NC,R,,"Ellmers, Renee L.",Mrs. ELLMERS,Renee L. Ellmers,Renee Ellmers
CREC-2015-01-20-pt1-PgH419,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH418-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH419-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH419-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH419-4,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH424,CREC-2015-01-20,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-01-20-pt1-PgH419-5,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH424-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH429,CREC-2015-01-20,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-01-20-pt1-PgH427,CREC-2015-01-20,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2015-01-20-pt1-PgH429-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH429-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH429-4,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-2,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-3,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-4,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-5,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-6,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-8,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-7,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH430-9,CREC-2015-01-20,,,,,,,,,,,,
CREC-2015-01-20-pt1-PgH431,CREC-2015-01-20,,,,,,,,,,,,
