granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-07-13-pt1-PgH4818,CREC-2016-07-13,SPEAKING,H,114,K000386,"Katko, John",NY,R,,"Katko, John",Mr. KATKO,John Katko,
CREC-2016-07-13-pt1-PgH-FrontMatter,CREC-2016-07-13,,,,,,,,,,,,
CREC-2016-07-13-pt1-PgH4818-2,CREC-2016-07-13,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,,"Clark, Katherine M.",Ms. CLARK of Massachusetts,Katherine M. Clark,Katherine Clark
CREC-2016-07-13-pt1-PgH4818-3,CREC-2016-07-13,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Alexander Mooney
CREC-2016-07-13-pt1-PgH4817-4,CREC-2016-07-13,,,,,,,,,,,,
CREC-2016-07-13-pt1-PgH4817-3,CREC-2016-07-13,,,,,,,,,,,,
CREC-2016-07-13-pt1-PgH4817-5,CREC-2016-07-13,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2016-07-13-pt1-PgH4817-2,CREC-2016-07-13,,,,,,,,,,,,
CREC-2016-07-13-pt1-PgH4819,CREC-2016-07-13,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2016-07-13-pt1-PgH4821,CREC-2016-07-13,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter DeFazio
CREC-2016-07-13-pt1-PgH4819-3,CREC-2016-07-13,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,,"Clyburn, James E.",Mr. CLYBURN,James E. Clyburn,James Clyburn
CREC-2016-07-13-pt1-PgH4819-2,CREC-2016-07-13,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-07-13-pt1-PgH4822-2,CREC-2016-07-13,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,,"Farenthold, Blake",Mr. FARENTHOLD,Blake Farenthold,
