granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-04-26-pt1-PgH1948,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1947-3,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1947,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1947-5,CREC-2016-04-26,,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,"Jenkins, Evan H.",Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2016-04-26-pt1-PgH-FrontMatter-2,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-2,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1947-4,CREC-2016-04-26,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-04-26-pt1-PgH1947-2,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-3,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-7,CREC-2016-04-26,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-04-26-pt1-PgH1948-6,CREC-2016-04-26,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2016-04-26-pt1-PgH1948-9,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-8,CREC-2016-04-26,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-04-26-pt1-PgH1948-4,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-5,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1948-10,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1949,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1949-2,CREC-2016-04-26,,,,,,,,,,,,
CREC-2016-04-26-pt1-PgH1949-3,CREC-2016-04-26,,SPEAKING,H,114,G000548,"Garrett, Scott",NJ,R,"Garrett, Scott",,Mr. GARRETT,Scott Garrett
CREC-2016-04-26-pt1-PgH1949-3,CREC-2016-04-26,,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,"Capuano, Michael E.",Michael Capuano,Mr. CAPUANO,Michael E. Capuano
CREC-2016-04-26-pt1-PgH1950,CREC-2016-04-26,,SPEAKING,H,114,G000548,"Garrett, Scott",NJ,R,"Garrett, Scott",,Mr. GARRETT,Scott Garrett
CREC-2016-04-26-pt1-PgH1950,CREC-2016-04-26,,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,"Capuano, Michael E.",Michael Capuano,Mr. CAPUANO,Michael E. Capuano
CREC-2016-04-26-pt1-PgH1950,CREC-2016-04-26,,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,"Carney, John C., Jr.",John Carney,Mr. CARNEY,"John C. Carney, Jr."
CREC-2016-04-26-pt1-PgH1950,CREC-2016-04-26,,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,"Carney, John C., Jr.",John C. Carney,Mr. CARNEY,"John C. Carney, Jr."
CREC-2016-04-26-pt1-PgH1950,CREC-2016-04-26,,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,"Hill, J. French",J. Hill,Mr. HILL,J. French Hill
CREC-2016-04-26-pt1-PgH1952,CREC-2016-04-26,,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,"Ross, Dennis A.",Dennis Ross,Mr. ROSS,Dennis A. Ross
CREC-2016-04-26-pt1-PgH1952,CREC-2016-04-26,,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,"Capuano, Michael E.",Michael Capuano,Mr. CAPUANO,Michael E. Capuano
CREC-2016-04-26-pt1-PgH1952,CREC-2016-04-26,,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,"Royce, Edward R.",Ed Royce,Mr. ROYCE,Edward R. Royce
CREC-2016-04-26-pt1-PgH1952,CREC-2016-04-26,,SPEAKING,H,114,P000588,"Pearce, Stevan",NM,R,"Pearce, Stevan",,Mr. PEARCE,Stevan Pearce
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,J000295,"Joyce, David P.",OH,R,"Joyce, David P.",David Joyce,Mr. JOYCE,David P. Joyce
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,"Ryan, Tim",,Mr. RYAN of Ohio,Tim Ryan
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,M001150,"Miller, Candice S.",MI,R,"Miller, Candice S.",Candice Miller,Mrs. MILLER of Michigan,Candice S. Miller
CREC-2016-04-26-pt1-PgH1954,CREC-2016-04-26,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-04-26-pt1-PgH1957,CREC-2016-04-26,,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2016-04-26-pt1-PgH1957,CREC-2016-04-26,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-26-pt1-PgH1957,CREC-2016-04-26,,SPEAKING,H,114,L000554,"LoBiondo, Frank A.",NJ,R,"LoBiondo, Frank A.",Frank LoBiondo,Mr. LoBIONDO,Frank A. LoBiondo
CREC-2016-04-26-pt1-PgH1959,CREC-2016-04-26,,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",,Mr. CURBELO of Florida,Carlos Curbelo
CREC-2016-04-26-pt1-PgH1959,CREC-2016-04-26,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-26-pt1-PgH1959,CREC-2016-04-26,,SPEAKING,H,114,M001191,"Murphy, Patrick",FL,D,"Murphy, Patrick",,Mr. MURPHY of Florida,Patrick Murphy
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,"McCaul, Michael T.",Michael McCaul,Mr. McCAUL,Michael T. McCaul
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,"Thompson, Bennie G.",Bennie Thompson,Mr. THOMPSON of Mississippi,Bennie G. Thompson
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,F000459,"Fleischmann, Charles J. ""Chuck""",TN,R,"Fleischmann, Charles J. ""Chuck""",Charles Fleischmann,Mr. FLEISCHMANN,"Charles J. ""Chuck"" Fleischmann"
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,"Watson Coleman, Bonnie",,Mrs. WATSON COLEMAN,Bonnie Watson Coleman
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,K000386,"Katko, John",NY,R,"Katko, John",,Mr. KATKO,John Katko
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,P000096,"Pascrell, Bill",NJ,D,"Pascrell, Bill",Bill Pascrell,Mr. PASCRELL,"Bill Pascrell, Jr."
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,"Hurd, Will",,Mr. HURD of Texas,Will Hurd
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-04-26-pt1-PgH1961,CREC-2016-04-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel M. Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
