granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-07-29-pt1-PgH5595,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH-FrontMatter,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5595-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5595-3,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5595-4,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5596,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5597,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5596-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,870,114,HR
CREC-2015-07-29-pt1-PgH5596-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,870,114,HR
CREC-2015-07-29-pt1-PgH5597-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5598-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5598,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5599,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5599-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5600,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5600-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,20,114,SCONRES
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,64,114,HCONRES
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,242,114,S
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,614,114,S
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,764,114,S
CREC-2015-07-29-pt1-PgH5601-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,1734,114,HR
CREC-2015-07-29-pt1-PgH5601-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,1734,114,HR
CREC-2015-07-29-pt1-PgH5601-3,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5602,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5602-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,427,114,HR
CREC-2015-07-29-pt1-PgH5602-2,CREC-2015-07-29,2015-07-29,,BILLS,Congressional Bills,427,114,HR
CREC-2015-07-29-pt1-PgH5603,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5603-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5604,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5604-2,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5605,CREC-2015-07-29,2015-07-29,,,,,,
CREC-2015-07-29-pt1-PgH5605-2,CREC-2015-07-29,2015-07-29,,,,,,
