granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-29-pt1-PgH5595,CREC-2015-07-29,2015-07-29,,,,,,,,,,,,,,
CREC-2015-07-29-pt1-PgH-FrontMatter,CREC-2015-07-29,2015-07-29,,,,,,,,,,,,,,
CREC-2015-07-29-pt1-PgH5595-2,CREC-2015-07-29,2015-07-29,,,,,,,,,,,,,,
CREC-2015-07-29-pt1-PgH5595-3,CREC-2015-07-29,2015-07-29,,,,,,,,,,,,,,
CREC-2015-07-29-pt1-PgH5595-4,CREC-2015-07-29,2015-07-29,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-07-29-pt1-PgH5596,CREC-2015-07-29,2015-07-29,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-07-29-pt1-PgH5597,CREC-2015-07-29,2015-07-29,,,2143,SPEAKING,H,114,H001065,"Holding, George",NC,R,"Holding, George",Mr. HOLDING,George Holding,
CREC-2015-07-29-pt1-PgH5596-2,CREC-2015-07-29,2015-07-29,,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-07-29-pt1-PgH5597-2,CREC-2015-07-29,2015-07-29,,8171,1490,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2015-07-29-pt1-PgH5598-2,CREC-2015-07-29,2015-07-29,,7871,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2015-07-29-pt1-PgH5598,CREC-2015-07-29,2015-07-29,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-07-29-pt1-PgH5599,CREC-2015-07-29,2015-07-29,,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,"Hardy, Cresent",Mr. HARDY,Cresent Hardy,
CREC-2015-07-29-pt1-PgH5599-2,CREC-2015-07-29,2015-07-29,,7302,1914,SPEAKING,H,114,G000556,"Grayson, Alan",FL,D,"Grayson, Alan",Mr. GRAYSON,Alan Grayson,
CREC-2015-07-29-pt1-PgH5600,CREC-2015-07-29,2015-07-29,,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-07-29-pt1-PgH5600-2,CREC-2015-07-29,2015-07-29,,7889,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-07-29-pt1-PgH5601,CREC-2015-07-29,2015-07-29,,,,,,,,,,,,,,
CREC-2015-07-29-pt1-PgH5601-2,CREC-2015-07-29,2015-07-29,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
