granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2016-07-01-pt1-PgH4189-2,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-3,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-4,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH-FrontMatter-4,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-6,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-7,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-5,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-8,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4189-9,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4190-2,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsas00,H,Committee on Armed Services,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsii00,H,Committee on Natural Resources,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsvr00,H,Committee on Veterans' Affairs,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsju00,H,Committee on the Judiciary,S
CREC-2016-07-01-pt1-PgH4190-3,CREC-2016-07-01,2016-07-01,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-07-01-pt1-PgH4190-5,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4190,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4190-4,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hsba00,H,Committee on Financial Services,S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hsed00,H,Committee on Education and the Workforce,S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hsju00,H,Committee on the Judiciary,S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2016-07-01-pt1-PgH4190-7,CREC-2016-07-01,2016-07-01,,hsso00,H,Committee on Ethics,S
CREC-2016-07-01-pt1-PgH4190-6,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4191,CREC-2016-07-01,2016-07-01,,hsii00,H,Committee on Natural Resources,S
CREC-2016-07-01-pt1-PgH4191,CREC-2016-07-01,2016-07-01,,hshm00,H,Committee on Homeland Security,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hshm00,H,Committee on Homeland Security,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hswm00,H,Committee on Ways and Means,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hsju00,H,Committee on the Judiciary,S
CREC-2016-07-01-pt1-PgH4191-2,CREC-2016-07-01,2016-07-01,,hsii00,H,Committee on Natural Resources,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsed00,H,Committee on Education and the Workforce,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsii00,H,Committee on Natural Resources,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hsju00,H,Committee on the Judiciary,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2016-07-01-pt1-PgH4192,CREC-2016-07-01,2016-07-01,,hshm00,H,Committee on Homeland Security,S
CREC-2016-07-01-pt1-PgH4192-3,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-2,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-6,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-4,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-7,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-9,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-8,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-10,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-11,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgS-FrontMatter-2,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgH4192-5,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgS4773-2,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgS4773-3,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgS4773,CREC-2016-07-01,2016-07-01,,,,,
CREC-2016-07-01-pt1-PgE1013-2,CREC-2016-07-01,2016-07-01,,,,,
