granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-03-26-pt1-PgH2037,CREC-2015-03-26,,,,,,,,,,,,
CREC-2015-03-26-pt1-PgH2037-3,CREC-2015-03-26,,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,"Burgess, Michael C.",Michael Burgess,Mr. BURGESS,Michael C. Burgess
CREC-2015-03-26-pt1-PgH2037-2,CREC-2015-03-26,,,,,,,,,,,,
CREC-2015-03-26-pt1-PgH2037-6,CREC-2015-03-26,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",,Mr. SAM JOHNSON of Texas,Sam Johnson
CREC-2015-03-26-pt1-PgH-FrontMatter-2,CREC-2015-03-26,,,,,,,,,,,,
CREC-2015-03-26-pt1-PgH2037-4,CREC-2015-03-26,,,,,,,,,,,,
CREC-2015-03-26-pt1-PgH2037-5,CREC-2015-03-26,,,,,,,,,,,,
CREC-2015-03-26-pt1-PgH2037-7,CREC-2015-03-26,,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",,Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz
CREC-2015-03-26-pt1-PgH2038,CREC-2015-03-26,,SPEAKING,H,114,J000290,"Jenkins, Lynn",KS,R,"Jenkins, Lynn",,Ms. JENKINS of Kansas,Lynn Jenkins
CREC-2015-03-26-pt1-PgH2038-2,CREC-2015-03-26,,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2015-03-26-pt1-PgH2038-3,CREC-2015-03-26,,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,"Babin, Brian",,Mr. BABIN,Brian Babin
CREC-2015-03-26-pt1-PgH2038-5,CREC-2015-03-26,,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,"Walden, Greg",,Mr. WALDEN,Greg Walden
CREC-2015-03-26-pt1-PgH2038-4,CREC-2015-03-26,,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,"Knight, Stephen",,Mr. KNIGHT,Stephen Knight
CREC-2015-03-26-pt1-PgH2038-6,CREC-2015-03-26,,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,"Burgess, Michael C.",Michael Burgess,Mr. BURGESS,Michael C. Burgess
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,F000456,"Fleming, John",LA,R,"Fleming, John",,Mr. FLEMING,John Fleming
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,B001287,"Bera, Ami",CA,D,"Bera, Ami",,Mr. BERA,Ami Bera
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",,Mr. BENISHEK,Dan Benishek
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,"Aguilar, Pete",,Mr. AGUILAR,Pete Aguilar
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,"Walters, Mimi",,Mrs. MIMI WALTERS of California,Mimi Walters
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise M. Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",John Conyers,Mr. CONYERS,"John Conyers, Jr."
CREC-2015-03-26-pt1-PgH2038-7,CREC-2015-03-26,,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
CREC-2015-03-26-pt1-PgH2045,CREC-2015-03-26,,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,"Pitts, Joseph R.",Joseph Pitts,Mr. PITTS,Joseph R. Pitts
CREC-2015-03-26-pt1-PgH2045,CREC-2015-03-26,,SPEAKING,H,114,P000034,"Pallone, Frank",NJ,D,"Pallone, Frank",Frank Pallone,Mr. PALLONE,"Frank Pallone, Jr."
CREC-2015-03-26-pt1-PgH2045,CREC-2015-03-26,,SPEAKING,H,114,H001045,"Harper, Gregg",MS,R,"Harper, Gregg",,Mr. HARPER,Gregg Harper
CREC-2015-03-26-pt1-PgH2045,CREC-2015-03-26,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
