granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-26-pt1-PgS5701-3,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5701,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5701-2,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5701-6,CREC-2015-07-26,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-26-pt1-PgS5701-5,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5701-4,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5702,CREC-2015-07-26,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-26-pt1-PgS5701-7,CREC-2015-07-26,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-26-pt1-PgS5702-2,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5702-3,CREC-2015-07-26,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-07-26-pt1-PgS5710,CREC-2015-07-26,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-07-26-pt1-PgS5703,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5710-2,CREC-2015-07-26,,SPEAKING,S,114,E000285,"Enzi, Michael B.",WY,R,"Enzi, Michael B.",Mr. ENZI,Michael B. Enzi,Michael Enzi
CREC-2015-07-26-pt1-PgS5710-3,CREC-2015-07-26,,SPEAKING,S,114,M000639,"Menendez, Robert",NJ,D,"Menendez, Robert",Mr. MENENDEZ,Robert Menendez,
CREC-2015-07-26-pt1-PgS5710-4,CREC-2015-07-26,,,,,,,,,,,,
CREC-2015-07-26-pt1-PgS5703-2,CREC-2015-07-26,,SPEAKING,S,114,A000360,"Alexander, Lamar",TN,R,"Alexander, Lamar",Mr. ALEXANDER,Lamar Alexander,
CREC-2015-07-26-pt1-PgS5703-2,CREC-2015-07-26,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-07-26-pt1-PgS5703-2,CREC-2015-07-26,,SPEAKING,S,114,B000711,"Boxer, Barbara",CA,D,"Boxer, Barbara",Mrs. BOXER,Barbara Boxer,
