granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2016-10-20-pt1-PgS6301-3,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgS-FrontMatter,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgS6301-5,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgS6301-4,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgD1015-2,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgD1015,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgS6301-2,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgD1015-3,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgD1015-6,CREC-2016-10-20,,jspr00,J,Joint Committee on Printing,J
CREC-2016-10-20-pt1-PgD1015-5,CREC-2016-10-20,,,,,
CREC-2016-10-20-pt1-PgD1015-4,CREC-2016-10-20,,,,,
