granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-02-20-pt1-PgH1075-2,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-5,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-7,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-4,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-6,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-3,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1075-8,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1083,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-3,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-4,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-6,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-2,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-5,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1082-2,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-7,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-8,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgH1084-9,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgE225-4,CREC-2015-02-20,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-20-pt1-PgH1084-10,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgE225-3,CREC-2015-02-20,,8148,1954,SPEAKING,H,114,R000582,"Roe, David P.",TN,R,"Roe, David P.",Mr. ROE of Tennessee,David P. Roe,Mr. David Roe
CREC-2015-02-20-pt1-PgE225-2,CREC-2015-02-20,,8132,316,SPEAKING,H,114,D000482,"Doyle, Michael F.",PA,D,"Doyle, Michael F.",Mr. MICHAEL F. DOYLE of Pennsylvania,Michael F. Doyle,Mike Doyle
CREC-2015-02-20-pt1-PgH1084-11,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgE226,CREC-2015-02-20,,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2015-02-20-pt1-PgE226-2,CREC-2015-02-20,,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,"Lieu, Ted",Mr. TED LIEU of California,Ted Lieu,
CREC-2015-02-20-pt1-PgE226-3,CREC-2015-02-20,,7863,1834,SPEAKING,H,114,L000564,"Lamborn, Doug",CO,R,"Lamborn, Doug",Mr. LAMBORN,Doug Lamborn,
CREC-2015-02-20-pt1-PgD155-2,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgD155,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgE227,CREC-2015-02-20,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-02-20-pt1-PgD155-3,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgE227-2,CREC-2015-02-20,,7884,2003,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,"Ross, Dennis A.",Mr. ROSS,Dennis A. Ross,Dennis Ross
CREC-2015-02-20-pt1-PgD155-4,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgD155-6,CREC-2015-02-20,,,,,,,,,,,,,,
CREC-2015-02-20-pt1-PgD155-5,CREC-2015-02-20,,,,,,,,,,,,,,
