granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2016-10-24-pt1-PgS-FrontMatter,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgS6303-3,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgS6303-2,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgS6303-4,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgS6303-5,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017-2,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017-3,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017-4,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017-5,CREC-2016-10-24,2016-10-24,,,,,
CREC-2016-10-24-pt1-PgD1017-6,CREC-2016-10-24,2016-10-24,,jspr00,J,Joint Committee on Printing,J
